token	pos	sem	stanford-token	stanford-pos
see	VVI	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
each	PPX221	Z8[i19.2.1	each	DT
other	PPX222	Z8[i19.2.2	other	JJ
.	.	""	.	.
-----	-----	""	-----	CD
We	PPIS2	Z8	We	PRP
all	DB	N5.1+	all	DT
miss	VV0	A5.3- X3.4- A11.2- X2.5- X9.2- E4.1- T4- S1.1.3-	miss	VBP
and	CC	Z5	and	CC
love	VV0	E2+	love	VBP
each	PPX221	Z8[i20.2.1	each	DT
other	PPX222	Z8[i20.2.2	other	JJ
.	.	""	.	.
-----	-----	""	-----	CD
As	II21	Z5[i21.2.1 Z5	As	IN
for	II22	Z5[i21.2.2	for	IN
my	APPGE	Z8	my	PRP$
qualities	NN2	A5.1 A5.1+ O4.1	qualities	NNS
:	:	""	:	:
I	PPIS1	Z8mf	I	PRP
am	VBM	A3+ Z5	am	VBP
very	RG	A13.3	very	RB
kind	JJ@	S1.2/S8+ S1.2.2-	kind	RB
,	,	""	,	,
open	VV0	A10+ T2+	open	JJ
,	,	""	,	,
patient	NN1	B2-/S2mf	patient	NN
,	,	""	,	,
polite	JJ	S1.2.4+	polite	JJ
,	,	""	,	,
cheerful	JJ	E4.1+	cheerful	JJ
,	,	""	,	,
not	XX	Z6	not	RB
aggressive	JJ	E3-	aggressive	JJ
,	,	""	,	,
smart	JJ	O4.2+ X9.1+ S1.2.6+	smart	JJ
,	,	""	,	,
responsive	JJ	S1.1.2+	responsive	JJ
,	,	""	,	,
proactive	JJ	S7.1+	proactive	JJ
,	,	""	,	,
can	VM	A7+	can	MD
quickly	RR	N3.8+	quickly	RB
find	VVI	A10+ X2.1 X6+	find	VB
the	AT	Z5	the	DT
approach	NN1	X4.2 M1 E1 S1.1.1	approach	NN
to	II	Z5	to	TO
the	AT	Z5	the	DT
baby	NN1	T3--/S2mf E2+mfn	baby	NN
,	,	""	,	,
like	II	Z5	like	IN
active	JJ	X5.2+ A1.1.1	active	JJ
games	NN2	K5.1 K5.2 A1.1.1	games	NNS
,	,	""	,	,
sports	NN2	K5.1	sports	NNS
,	,	""	,	,
swimming	VVG	M4 M1 N5.2+	swimming	NN
,	,	""	,	,
books	NN2	Q4.1 Q1.2 I1/Q1.2 K5.1/I1	books	NNS
,	,	""	,	,
travel	VV0	M1	travel	NN
,	,	""	,	,
learn	VV0	X2.3+ P1	learn	VBP
something	PN1	Z8	something	NN
new	JJ	T3-	new	JJ
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
am	VBM	A3+ Z5	am	VBP
a	AT1	Z5	a	DT
very	RG	A13.3	very	RB
fast	JJ	N3.8+	fast	JJ
learner	NN1	P1/S2mf	learner	NN
and	CC	Z5	and	CC
always	RR	N6+++	always	RB
willing	JJ	X7+ X5.2+	willing	JJ
to	TO	Z5	to	TO
accommodate	VVI	H4 S8+ A1.2+	accommodate	VB
.	.	""	.	.
-----	-----	""	-----	CD
Also	RR	N5++	Also	RB
I	PPIS1	Z8mf	I	PRP
have	VH0	A9+ Z5 A2.2 S4	have	VBP
a	AT1	Z5	a	DT
one	MC1	N1 T3 T1.2	one	CD
important	JJ	A11.1+	important	JJ
point	NN1	Q2.1 X4.1 A5.1 A1.5.2 M7 T1.2 O4.4 O3 K5	point	NN
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
think	VV0	X2.1	think	VBP
you	PPY	Z8mf	you	PRP
will	VM	T1.1.3	will	MD
understand	VVI	X2.5+	understand	VB
me	PPIO1	Z8mf	me	PRP
and	CC	Z5	and	CC
will	VM	T1.1.3	will	MD
go	VVI	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%	go	VB
to	II	Z5	to	TO
my	APPGE	Z8	my	PRP$
meeting	NN1	S1.1.3+ S3.1 K5.1 S9 A1.1.1 X9.2+ A6.1+	meeting	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	ZZ1@	Z8	I	PRP
'	NULL	""	'	''
m	ZZ1	Z5 G1.1/S2	m	NN
still	JJ	M8 E3+ O4.5	still	RB
learning	NN1	X2.3+ P1	learning	VBG
in	II	Z5	in	IN
university	NN1	P1/H1c	university	NN
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
will	VM	T1.1.3	will	MD
need	VVI	S6+	need	VB
to	TO	Z5	to	TO
take	VVI	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@	take	VB
two	MC	N1 T3 T1.2	two	CD
weeks	NNT2	T1.3	weeks	NNS
of	IO	Z5	of	IN
vacation	NN1	T1.3/P1- K1	vacation	NN
in	II	Z5	in	IN
November	NPM1	T1.3	November	NNP
for	IF	Z5	for	IN
the	AT	Z5	the	DT
exams	NN2	P1	exams	NNS
,	,	""	,	,
but	CCB	Z5	but	CC
I	PPIS1	Z8mf	I	PRP
will	VM	T1.1.3	will	MD
quickly	RR	N3.8+	quickly	RB
return	VVI	M1 A9- N6	return	VB
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
hope	VV0	X2.6+ E4.1+ X9.2+ A5.1+	hope	VBP
we	PPIS2	Z8	we	PRP
will	VM	T1.1.3	will	MD
be	VBI	A3+ Z5	be	VB
good	JJ	A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+	good	JJ
friends	NN2	S3.1/S2mf	friends	NNS
and	CC	Z5	and	CC
I	ZZ1%	Z8	I	PRP
'	NULL	""	'	''
m	ZZ1	Z5 G1.1/S2	m	NN
sure	JJ	A7+ Z4	sure	JJ
you	PPY	Z8mf	you	PRP
will	VM	T1.1.3	will	MD
not	XX	Z6	not	RB
regret	VVI	E4.1-	regret	VB
about	II	Z5	about	IN
your	APPGE	Z8	your	PRP$
choice	NN1	X7+ A6.3+	choice	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
will	VM	T1.1.3	will	MD
always	RR	N6+++	always	RB
be	VBI	A3+ Z5	be	VB
honest	JJ	A5.2+	honest	JJ
with	IW	Z5	with	IN
you	PPY	Z8mf	you	PRP
and	CC	Z5	and	CC
will	VM	T1.1.3	will	MD
support	VVI	S8+ A1.1.1 K5.1 I1.1 A10+	support	VB
you	PPY	Z8mf	you	PRP
at	II	Z5	at	IN
any	DD	N5.1+ N5	any	DT
moment	NN1	T1.2 T1.1.2 N3	moment	NN
,	,	""	,	,
surround	VV0	M6 A1.8+ A10- G3	surround	VB
your	APPGE	Z8	your	PRP$
children	NN2	S2mf/T3- S4mf	children	NNS
with	IW	Z5	with	IN
care	NN1	S8+ G1.1/S8+ B3 A1.3 E6-	care	NN
,	,	""	,	,
affection	NN1	E2+	affection	NN
and	CC	Z5	and	CC
love	NN1	S3.2 E2+ E2+/S2mf	love	NN
.	.	""	.	.
-----	-----	""	-----	CD
You	PPY	Z8mf	You	PRP
will	VM	T1.1.3	will	MD
not	XX	Z6	not	RB
have	VHI	A9+ Z5 A2.2 S4	have	VB
time	NNT1	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
to	TO	Z5	to	TO
get	VVI	A2.1+ A9+ Z5 X9.2+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
bored	JJ	X5.2- O4.1@	bored	VBN
without	IW	Z5	without	IN
me	PPIO1	Z8mf	me	PRP
.	.	""	.	.
-----	-----	""	-----	CD
Sincerely	RR	A5.2+	Sincerely	RB
yours	PPGE	Z8	yours	PRP$
,	,	""	,	,
Aleksandra	NP1	Z99	Aleksandra	NNP
"</text>
"	NULL	""	</text>	NNP
