token	pos	sem	stanford-token	stanford-pos
have	VH0	Z5 A9+ A2.2 S4	have	VBP
never	RR	T1/Z6	never	RB
worked	VVN	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	worked	VBN
with	IW	Z5	with	IN
such	DA	A13.3[i27.2.1 Z5 Z8	such	JJ
a	AT1	A13.3[i27.2.2 Z5	a	DT
quickly	RR	N3.8+	quickly	RB
changing	JJ	A2.1+	changing	VBG
team	NN1	S5+c K5.1/S5+c S5+	team	NN
.	.	""	.	.
-----	-----	""	-----	CD
And	CC	Z5	And	CC
then	RT	N4 Z5 T1.2	then	RB
two	MC	N1 T3 T1.2	two	CD
days	NNT2	T1.3	days	NNS
later	RRR	T4-- T1.1.3 N4	later	RB
Cecile	NP1	Z99	Cecile	NNP
quit	VVD	T2- I3.1- M1	quit	VBD
.	.	""	.	.
-----	-----	""	-----	CD
She	PPHS1	Z8f	She	PRP
realized	VVD	X2.5+ X9.2+	realized	VBD
it	PPH1	Z8	it	PRP
was	VBDZ	A3+ Z5	was	VBD
not	XX	Z6	not	RB
possible	JJ	A7+	possible	JJ
to	TO	Z5	to	TO
meet	VVI	S3.1 M6 A1.1.1 X9.2+ A6.1+	meet	VB
her	APPGE	Z8f	her	PRP$
ends	NN2	T2- O2	ends	NNS
while	CS	Z5	while	IN
working	VVG	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	working	VBG
as	II	Z5	as	IN
a	AT1	Z5	a	DT
beginner	NN1	T2+/S2mf	beginner	NN
VA	FW	Z2 Z1f T3+ Z4 S7.1+ G1.1c O4.1 Q2.1 A4.1 T1.2 Z2/S2mf H2 S5+c X2.2 Z5 G3/S2mf T3+/S2mf A1.1.1 S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VA	NNP
for	CS%	Z5 A5.1+ S8+ M6	for	IN
a	AT1	Z5	a	DT
small	JJ	N3.2- N3.7- N5- T3- A11.1- S5-/I2.1 X3.2- A5.1-	small	JJ
rate	NN1	N3.8 N5 I1.3	rate	NN
.	.	""	.	.
-----	-----	""	-----	CD
She	PPHS1	Z8f	She	PRP
found	VVD	A10+ X2.1 X6+	found	VBD
another	DD1	A6.1- N5++	another	DT
remote	JJ	N3.3+ S1.2.1-	remote	JJ
job	NN1	I3.1 A1.1.1 A12-	job	NN
with	IW	Z5	with	IN
a	AT1	Z5	a	DT
pretty	RG	A13.4[i28.2.1 A13.5	pretty	RB
much	DA1	A13.4[i28.2.2 N5+ I1.3+	much	JJ
normal	JJ	A6.2+	normal	JJ
salary	NN1	I1.1/I3.1	salary	NN
.	.	""	.	.
-----	-----	""	-----	CD
Good	JJ	A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+	Good	JJ
thing	NN1	O2 X4.1 A7- S2mf L2mf	thing	NN
I	PPIS1	Z8mf	I	PRP
had	VHD	A9+ Z5 A2.2 S4	had	VBD
Claire	NP1	Z1f	Claire	NNP
I	PPIS1	Z8mf	I	PRP
immediately	RR	N3.8+ T1.1.2/A11.1+ N4	immediately	RB
gave	VVD	A9- A1.1.1	gave	VBD
her	PPHO1	Z8f	her	PRP
twice	RR	N5++[i29.3.1 N6	twice	RB
as	RG@	N5++[i29.3.2 A13	as	RB
many	DA2	N5++[i29.3.3 N5+	many	JJ
hours	NNT2	T1.3	hours	NNS
as	CSA	Z5	as	IN
she	PPHS1	Z8f	she	PRP
had	VHD	Z5 A9+ A2.2 S4	had	VBD
been	VBN	Z5 A3+	been	VBN
working	VVG	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	working	VBG
.	.	""	.	.
-----	-----	""	-----	CD
After	II	Z4[i30.2.1 Z5	After	IN
all	DB	Z4[i30.2.2 N5.1+	all	DT
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
liked	VVD	E2+	liked	VBD
her	APPGE	Z8f	her	PRP$
work	NN1	I3.1 A1.1.1 Q4 K2 C1	work	NN
and	CC	Z5	and	CC
my	APPGE	Z8	my	PRP$
only	JJ	A14	only	JJ
problem	NN1	A12- X4.1 B2-	problem	NN
was	VBDZ	A3+ Z5	was	VBD
that	CST	Z8 Z5	that	IN
she	PPHS1	Z8f	she	PRP
was	VBDZ	Z5 A3+	was	VBD
not	XX	Z6	not	RB
doing	VDG	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	doing	VBG
enough	DD	N5+ N6+	enough	RB
of	IO	Z5	of	IN
it	PPH1	Z8	it	PRP
.	.	""	.	.
-----	-----	""	-----	CD
Claire	NP1	Z1f	Claire	NNP
was	VBDZ	A3+ Z5	was	VBD
very	RG	A13.3	very	RB
happy	JJ	E4.1+ E4.2+	happy	JJ
to	TO	Z5	to	TO
hear	VVI	X3.2 X2.3+ G2.1@	hear	VB
the	AT	Z5	the	DT
news	NN1	X2.2+/T3- X2.2+/Q4.2 X2.2+/Q4.3	news	NN
.	.	""	.	.
-----	-----	""	-----	CD
Soon	RR	T1.1.3/N3.8+	Soon	RB
she	PPHS1	Z8f	she	PRP
asked	VVD	Q2.2	asked	VBD
for	IF	Z5	for	IN
more	DAR	N5++	more	JJR
hours	NNT2	T1.3	hours	NNS
her	APPGE	Z8f	her	PRP$
goal	NN1	K5.1 X7+	goal	NN
was	VBDZ	A3+ Z5	was	VBD
to	TO@	Z5	to	TO
work	VVI	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	work	VB
full	JJ	T1.3+[i31.2.1 N5.1+ I3.2+	full	JJ
time	NNT1	T1.3+[i31.2.2 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
thus	RR	Z5/A2.2	thus	RB
40	MC	N1 T1.2 T3 T1.3 N3.2	40	CD
h	ZZ1	Z5	h	NN
/	FO	Z5	/	:
week	NNT1	T1.3	week	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
refused	VVD	Q2.2/Z6 S7.4- X7-	refused	VBD
because	CS	Z5/A2.2	because	IN
I	PPIS1	Z8mf	I	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
not	XX	Z6	not	RB
have	VHI	A9+ Z5 A2.2 S4	have	VB
that	RG	A13.3 A6.1+	that	DT
much	DA1	N5+ I1.3+	much	JJ
work	NN1	I3.1 A1.1.1 Q4 K2 C1	work	NN
.	.	""	.	.
-----	-----	""	-----	CD
Now	RT	T1.1.2 Z4	Now	RB
I	PPIS1	Z8mf	I	PRP
am	VBM	A3+ Z5	am	VBP
afraid	JJ	E5- E4.1-	afraid	JJ
she	PPHS1	Z8f	she	PRP
will	VM	T1.1.3	will	MD
find	VVI	A10+ X2.1 X6+	find	VB
another	DD1	A6.1- N5++	another	DT
client	NN1	I2.2/S2mf	client	NN
and	CC	Z5	and	CC
dump	VVI	M2 T2- I2.2/I1.3- S3.1- Y2	dump	VB
me	PPIO1	Z8mf	me	PRP
Turns	VVZ	A1.1.1[i32.2.1 A8[i32.2.1 N5+/S1.1.3[i32.2.1 M1[i32.2.1 M2[i32.2.1 M2 M1 O4.4 A1.1.1 A2.1+ O4.2-	Turns	VBZ
out	RP	A1.1.1[i32.2.2 A8[i32.2.2 N5+/S1.1.3[i32.2.2 M1[i32.2.2 M2[i32.2.2 M6	out	RP
the	AT	Z5	the	DT
world	NN1	W1 S5+c A4.1 N5+	world	NN
of	IO	Z5	of	IN
freelance	NN1	S5-	freelance	NN
is	VBZ	A3+ Z5	is	VBZ
not	XX	Z6	not	RB
very	RG	A13.3	very	RB
stable	JJ	A2.1- S1.2 O4.1	stable	JJ
-	-	""	-	:
even	CS21	Z7[i33.2.1	even	RB
if	CS22	Z7[i33.2.2 Z7	if	IN
you	PPY	Z8mf	you	PRP
are	VBR	A3+ Z5	are	VBP
on	II	I1.2[i34.4.1 Z5	on	IN
the	AT	I1.2[i34.4.2 Z5	the	DT
paying	JJ@	I1.2[i34.4.3 I1.2 A9- I1.1/I3.1	paying	VBG
side	NN1	I1.2[i34.4.4 A4.1 M6 N5.1- S7.3+/S5+c B1 S5+c S4c F1 S1.2	side	NN
!	!	""	!	.
-----	-----	""	-----	CD
CLICK	VV0	X3.2 Y2 X2.5+ S1.2.1+	CLICK	NN
TO	TO	Z5	TO	TO
TWEET	VVI	O4.1 B2+ A5.1+ A13.2 X3.2 Q2.2 A8 N3.1% X8+ T2+ S1.1.2+ M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1% E3- N5- A12- N3.2- G2.1-/A9+ M2 S2/N5+ I1/A1.7+ S7.1+ M2/O1.2 A9+/S7.1+ F1 F2 O4.6- Z2/S2mf% O2	TWEET	NNP
But	CCB	Z5	But	CC
I	PPIS1	Z8mf	I	PRP
should	VM	S6+ A7+	should	MD
worry	VVI	E6-	worry	VB
about	II	Z5	about	IN
it	PPH1	Z8	it	PRP
only	RR	A14	only	RB
when	CS	Z5	when	WRB
it	PPH1	Z8	it	PRP
happen	VV0	A2.1+ A3+ X7-	happen	VB
.	.	""	.	.
-----	-----	""	-----	CD
Looks	VVZ	A6.1+[i35.2.1 A8 X3.4 X2.4 X7+ Z4	Looks	VBZ
like	II	A6.1+[i35.2.2 Z5	like	IN
Claire	NP1	Z1f	Claire	NNP
likes	VVZ	E2+	likes	VBZ
to	TO@	Z5	to	TO
work	VVI	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	work	VB
for	IF	Z5	for	IN
me	PPIO1	Z8mf	me	PRP
too	RR@	N5++	too	RB
.	.	""	.	.
-----	-----	""	-----	CD
Good	JJ	A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+	Good	JJ
Amazon	NN1@	Z2 M7	Amazon	NNP
Business	NN1	I2.1 A1.1.1 A5.1+++	Business	NNP
Following	VVG	M1 N4 S7.1- X2.4 X2.5+ A6.1+ A1.1.1 A2.2 K5.1 X3.4	Following	VBG
my	APPGE	Z8	my	PRP$
plan	NN1	X7+ C1/H1	plan	NN
of	IO	Z5	of	IN
improving	VVG	A5.1+/A2.1	improving	VBG
my	APPGE	Z8	my	PRP$
acquired	JJ@	A9+	acquired	VBN
websites	NN2	Y2	websites	NNS
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
added	VVD	N5+/A2.1 N2 A1.8+	added	VBD
more	RRR	A13.3 N6++	more	RBR
Amazon	NP1	Z2 M7	Amazon	NNP
product	NN1	O2 A1.1.1 A2.2 N2%	product	NN
links	VVZ	A2.2 S5+ A1.1.1	links	NNS
to	II	Z5	to	TO
the	AT	Z5	the	DT
Elephant	NN1	L2mfn	Elephant	NN
website	NN1	Y2	website	NN
in	II	Z5	in	IN
January	NPM1	T1.3	January	NNP
(	(	""	(	CD
see	VV0	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
which	DDQ	Z5 Z8	which	WDT
website	NN1	Y2	website	NN
Elephant	NN1	L2mfn	Elephant	NN
stands	VVZ	Q3[i36.2.1 M6 M2 M8 M1 T2++ N3 A3+ X2.1 A7 G1.2 S8+ S7.4+ I2.2 S1.2.5+	stands	VBZ
for	IF	Q3[i36.2.2 Z5	for	IN
)	)	""	)	NN
.	.	""	.	.
-----	-----	""	-----	CD
And	CC	Z5	And	CC
indeed	RR	A13.3	indeed	RB
,	,	""	,	,
in	II	Z5	in	IN
February	NPM1	T1.3	February	NNP
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
saw	VVD	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ S3.2	saw	VBD
the	AT	Z5	the	DT
results	NN2	A2.2 X9.2 N2 A5.1 K5 Q1.1/A2.2	results	NNS
:	:	""	:	:
The	AT	Z5	The	DT
Amazon	NP1	Z2 M7	Amazon	NNP
portion	NN1	N5	portion	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
has	VHZ	Z5 A9+ A2.2 S4	has	VBZ
significantly	RR	A11.1+	significantly	RB
grown	VVN	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	grown	VBN
compared	VVN	A6.1 A5.1 Q3	compared	VBN
to	II	Z5	to	TO
the	AT	Z5	the	DT
previous	JJ	N4	previous	JJ
month	NNT1	T1.3	month	NN
.	.	""	.	.
-----	-----	""	-----	CD
However	RR	Z4	However	RB
,	,	""	,	,
February	NPM1	T1.3	February	NNP
is	VBZ	A3+ Z5	is	VBZ
a	AT1	Z5	a	DT
beginning	NN1	T2+	beginning	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
season	NNT1	T1.3	season	NN
for	IF	Z5	for	IN
the	AT	Z5	the	DT
Elephant	NN1	L2mfn	Elephant	NN
site	NN1	M7	site	NN
so	CS@	Z5	so	IN
the	AT	Z5	the	DT
growth	NN1	N3.2+/A2.1 A5.1+/A2.1 L3 B2-	growth	NN
was	VBDZ	Z5 A3+	was	VBD
partially	RR	A13.6	partially	RB
caused	VVN	A2.2	caused	VBN
by	II	Z5	by	IN
that	DD1	Z5 Z8	that	DT
fact	NN1	A5.2+ X2.2	fact	NN
.	.	""	.	.
-----	-----	""	-----	CD
But	CCB	Z5	But	CC
I	PPIS1	Z8mf	I	PRP
can	VM	A7+	can	MD
see	VVI	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
which	DDQ	Z5 Z8	which	WDT
links	NN2	A2.2 S5+ M3 Q1.3 F1 K5.1/M7%	links	NNS
have	VH0	Z5 A9+ A2.2 S4	have	VBP
brought	VVN	M2 A2.2	brought	VBN
money	NN1	I1	money	NN
,	,	""	,	,
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
can	VM	A7+	can	MD
confidently	RR	E6+	confidently	RB
confirm	VVI	A7+ Q2.2 S9@	confirm	VB
that	CST	Z5 Z8	that	IN
these	DD2	Z8 Z5	these	DT
are	VBR	A3+ Z5	are	VBP
my	APPGE	Z8	my	PRP$
efforts	NN2	X8+ O2	efforts	NNS
coming	VVG	A9+[i37.2.1 T2+[i37.2.1 M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2	coming	VBG
into	II	A9+[i37.2.2 T2+[i37.2.2 Z5	into	IN
fruition	NN1	X9.2+	fruition	NN
.	.	""	.	.
-----	-----	""	-----	CD
In	II	Z5	In	IN
overall	NN1	B5	overall	RB
,	,	""	,	,
the	AT	Z5	the	DT
number	NN1	N5 N1 Q1.3 K2 Q4.2	number	NN
of	IO	Z5	of	IN
clicks	NN2	X3.2 Y2	clicks	NNS
has	VHZ	Z5 A9+ A2.2 S4	has	VBZ
jumped	VVN	M1 N5+/A2.1 A1.9	jumped	VBN
by	II	Z5	by	IN
more	DAR	N5++	more	JJR
than	CSN	Z5	than	IN
100%	NNU	N5.1+	100%	CD
comparing	VVG	A6.1 A5.1 Q3	comparing	VBG
to	II	Z5	to	TO
the	AT	Z5	the	DT
other	JJ	A6.1-	other	JJ
months	NNT2	T1.3	months	NNS
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
has	VHZ	Z5 A9+ A2.2 S4	has	VBZ
been	VBN	A3+ Z5	been	VBN
so	RG	A13.3	so	RB
successful	JJ	X9.2+	successful	JJ
that	CST	Z5 Z8	that	IN
the	AT	Z5	the	DT
guys	NN2	S2.2m O2	guys	NNS
who	PNQS	Z8	who	WP
are	VBR	Z5 A3+	are	VBP
selling	VVG	I2.2	selling	VBG
the	AT	Z5	the	DT
products	NN2	O2 A1.1.1 A2.2 N2%	products	NNS
ran	VVD	N5.1-[i38.2.1 M1[i38.2.1 T2-[i38.2.1 M2[i38.2.1 M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4	ran	VBD
out	II21	N5.1-[i38.2.2 M1[i38.2.2 T2-[i38.2.2 M2[i38.2.2 Z5 Z5[i39.2.1 Z5[i40.2.1 A9-[i40.2.1	out	RB
of	II22	Z5 Z5[i39.2.2 Z5[i40.2.2 A9-[i40.2.2	of	IN
stock	NN1	A9+ F1 S4 O2 I1.1	stock	NN
.	.	""	.	.
-----	-----	""	-----	CD
Which	DDQ	Z5 Z8	Which	WP
is	VBZ	A3+ Z5	is	VBZ
a	AT1	Z5	a	DT
true	JJ	A5.2+ A5.4+	true	JJ
bummer	NN1	A5.1- E3-	bummer	NN
for	IF	Z5	for	IN
me	PPIO1	Z8mf	me	PRP
because	CS	Z5/A2.2	because	IN
it	PPH1	Z8	it	PRP
caused	VVD	A2.2	caused	VBD
my	APPGE	Z8	my	PRP$
profit	NN1	I1.1 A5.1+	profit	NN
stagnate	VV0	A2.1- X5.2- A1.1.2	stagnate	VBP
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
can	VM	A7+	can	MD
not	XX	Z6	not	RB
find	VVI	A10+ X2.1 X6+	find	VB
a	AT1	Z5	a	DT
product	NN1	O2 A1.1.1 A2.2 N2%	product	NN
for	IF	Z5	for	IN
replacement	NN1	A2.1+ A2.1+/S2mf	replacement	NN
.	.	""	.	.
-----	-----	""	-----	CD
Maybe	RR	A7	Maybe	RB
it	PPH1	Z8	it	PRP
could	VM	A7+	could	MD
be	VBI	A3+ Z5	be	VB
a	AT1	Z5	a	DT
good	JJ	A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+	good	JJ
FBA	NN1	Z99	FBA	NN
(	(	""	(	NN
fulfillment	NN1	E4.2+ X9.2+	fulfillment	NN
by	II	Z5	by	IN
Amazon	NP1	Z2 M7	Amazon	NNP
)	)	""	)	NN
business	NN1	I2.1 A1.1.1 A5.1+++	business	NN
?	?	""	?	.
-----	-----	""	-----	CD
Not	XX	Z6	Not	RB
a	AT1	Z5	a	DT
bad	JJ	A5.1- G2.2- O4.2- B2-	bad	JJ
idea	NN1	X4.1 X7+	idea	NN
..	...	""	..	CD
-----	-----	""	-----	CD
Building	NN1	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1	Building	NN
PBN	NP1	Z99	PBN	NNP
Aww	UH	Z99	Aww	NNP
,	,	""	,	,
man	NN1	S2.2m	man	NN
,	,	""	,	,
is	VBZ	Z5 A3+	is	VBZ
building	VVG@	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1	building	VBG
PNB	NP1	Z3c	PNB	NNP
exhausting	JJ	B2-	exhausting	VBG
!	!	""	!	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
feel	VV0	X7+[i41.2.1 X2.1 E1 X3	feel	VBP
like	II	X7+[i41.2.2 Z5	like	IN
it	PPH1	Z8	it	PRP
was	VBDZ	A3+ Z5	was	VBD
the	AT	Z5	the	DT
only	JJ	A14	only	JJ
thing	NN1	O2 X4.1 A7- S2mf L2mf	thing	NN
I	PPIS1	Z8mf	I	PRP
was	VBDZ	Z5 A3+	was	VBD
doing	VDG	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	doing	VBG
in	II	Z5	in	IN
February	NPM1	T1.3	February	NNP
.	.	""	.	.
-----	-----	""	-----	CD
There	EX	Z5	There	EX
are	VBR	A3+ Z5	are	VBP
so	RG	N5[i42.2.1 A13.3	so	RB
many	DA2	N5[i42.2.2 N5+	many	JJ
things	NN2	O2 X4.1 A7- S2mf L2mf	things	NNS
to	TO	Z5	to	TO
take	VVI	S8+[i43.3.1 A1.1.1[i43.3.1 A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@	take	VB
care	NN1	S8+[i43.3.2 A1.1.1[i43.3.2 S8+ G1.1/S8+ B3 A1.3 E6-	care	NN
of	IO	S8+[i43.3.3 A1.1.1[i43.3.3 Z5	of	IN
.	.	""	.	.
-----	-----	""	-----	CD
Even	RR	A13.1	Even	RB
with	IW	Z5	with	IN
a	AT1	Z5	a	DT
help	NN1	S8+	help	NN
of	IO	Z5	of	IN
a	AT1	Z5	a	DT
VA	FW	Z2 Z1f T3+ Z4 S7.1+ G1.1c O4.1 Q2.1 A4.1 T1.2 Z2/S2mf H2 S5+c X2.2 Z5 G3/S2mf T3+/S2mf A1.1.1 S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VA	NNP
,	,	""	,	,
it	PPH1	Z8	it	PRP
is	VBZ	A3+ Z5	is	VBZ
still	RR	T2++ Z4 E3+	still	RB
a	AT1	N5+[i44.2.1 N6+[i44.2.1 A13.3[i44.2.1 Z5	a	DT
lot	NN1	N5+[i44.2.2 N6+[i44.2.2 A13.3[i44.2.2	lot	NN
of	IO	Z5	of	IN
work	NN1	I3.1 A1.1.1 Q4 K2 C1	work	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
have	VH0	Z5 A9+ A2.2 S4	have	VBP
started	VVN	T2+ E5- E3-	started	VBN
writing	VVG	Q1.2 I2.1	writing	VBG
a	AT1	Z5	a	DT
series	NN	N4c Q4.3c	series	NN
of	IO	Z5	of	IN
posts	NN2	Q1.2 O2 I3.1 M6	posts	NNS
about	II	Z5	about	IN
my	APPGE	Z8	my	PRP$
PBN	NP1	Z99	PBN	NN
experiences	NN2	X9.1+ X2.2 X3 I3.2	experiences	NNS
you	PPY	Z8mf	you	PRP
can	VM	A7+	can	MD
see	VVI	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
them	PPHO2	Z8mfn	them	PRP
all	DB	N5.1+	all	DT
tagged	VVD	Q1.2 X2.2+ Q2.2 Y2	tagged	VBD
as	RG@	A13	as	IN
pbn	NNU	Z99	pbn	NN
.	.	""	.	.
-----	-----	""	-----	CD
You	PPY	Z8mf	You	PRP
guys	NN2	S2.2m O2	guys	NNS
have	VH0	Z5 A9+ A2.2 S4	have	VBP
contributed	VVN	A9- A2.2 S1.1.3+	contributed	VBN
some	DD	N5 Z5	some	DT
awesome	JJ	O4.2+ E5-	awesome	JJ
stuff	NN1	O1 O2	stuff	NN
in	II	Z5	in	IN
the	AT	Z5	the	DT
comments	NN2	Q2.1	comments	NNS
thanks	NN2	S1.2.4+	thanks	NNS
for	IF	Z5	for	IN
that	DD1	Z5 Z8	that	DT
!	!	""	!	.
-----	-----	""	-----	CD
Kickfurther	VV0	Z99	Kickfurther	NNP
In	II	Z5	In	IN
February	NPM1	T1.3	February	NNP
,	,	""	,	,
Kickfuther	NP1	Z99	Kickfuther	NNP
business	NN1	I2.1 A1.1.1 A5.1+++	business	NN
was	VBDZ	A3+ Z5	was	VBD
not	XX	Z6	not	RB
bad	JJ	A5.1- G2.2- O4.2- B2-	bad	JJ
but	CCB	Z5	but	CC
it	PPH1	Z8	it	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
slow	VVI	N3.8-[i45.2.1 N3.8-	slow	VB
down	RP	N3.8-[i45.2.2	down	RP
after	II	Z5	after	IN
the	AT	Z5	the	DT
crazy	JJ	B2-/X1 S1.2.6- X5.2++ A1.1.1/N5+++	crazy	JJ
January	NPM1	T1.3	January	NNP
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
got	VVD	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	got	VBD
ten	MC	N1 T3	ten	CD
payouts	NN2	I1.2	payouts	NNS
from	II	Z5	from	IN
eight	MC	N1 T1.2 T3 T1.3 N3.2	eight	CD
different	JJ	A6.1-	different	JJ
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
.	.	""	.	.
-----	-----	""	-----	CD
With	IW	Z5	With	IN
this	DD1	M6 Z5 Z8	this	DT
money	NN1	I1	money	NN
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
backed	VVD	S8+ K5.1/I1 M1 M6 K2	backed	VBD
three	MC	N1 T1.2 T3	three	CD
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Here	RL	M6 T1.1.2 T1.2	Here	RB
are	VBR	A3+ Z5	are	VBP
the	AT	Z5	the	DT
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
of	IO	Z5	of	IN
my	APPGE	Z8	my	PRP$
choice	NN1	X7+ A6.3+	choice	NN
for	IF	Z5	for	IN
February	NPM1	T1.3	February	NNP
:	:	""	:	:
Madeleine	NP1	Z99	Madeleine	NNP
Maternity	NN1	S4 B3	Maternity	NNP
with	IW	Z5	with	IN
their	APPGE	Z8	their	PRP$
multi-wear	JJ	Z99	multi-wear	JJ
pieces	NN2	N5.1- O2 Q4 K2 K4 G3@	pieces	NNS
that	CST	Z8 Z5	that	WDT
can	VM	A7+	can	MD
be	VBI	Z5 A3+	be	VB
worn	VVN	B5 A1.1.1	worn	VBN
during	II	Z5	during	IN
and	CC	Z5	and	CC
after	II	Z5	after	IN
pregnancy	NN1	B1	pregnancy	NN
This	DD1	Z8 M6 Z5	This	DT
is	VBZ	A3+ Z5	is	VBZ
the	AT	Z5	the	DT
second	MD	N4	second	JJ
time	NNT1	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
the	AT	Z5	the	DT
business	NN1	I2.1 A1.1.1 A5.1+++	business	NN
appears	VVZ	A8 A10+ A3+ G2.1 K4 Q4	appears	VBZ
on	II	Z5	on	IN
Kickfurther	NP1	Z99	Kickfurther	NNP
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
like	VV0	E2+	like	VBP
fashion	NN1	B5 O4.2+ X4.2	fashion	NN
but	CCB	Z5	but	CC
I	PPIS1	Z8mf	I	PRP
am	VBM	A3+ Z5	am	VBP
well	JJ	B2+	well	RB
over-aware	JJ	Z99	over-aware	JJ
of	IO	Z5	of	IN
the	AT	Z5	the	DT
challenges	NN2	A12- A6.1- S7.3+ E3-	challenges	NNS
fashion	VV0@	A1.1.1	fashion	NN
companies	NN2	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c	companies	NNS
face	VV0	M6 S1.1.1 X2.1 B5	face	VBP
.	.	""	.	.
-----	-----	""	-----	CD
Thats	NN2	Z5 Z8 A13.3 A6.1+	Thats	NNS
why	RRQ	A2.2	why	WRB
I	PPIS1	Z8mf	I	PRP
rarely	RR	N6-	rarely	RB
invest	VV0	I1.1	invest	VBP
into	II	Z5	into	IN
clothing/shoes/etc	FU	Z99	clothing/shoes/etc	NN
.	.	""	.	.
-----	-----	""	-----	CD
But	CCB	Z5	But	CC
this	DD1	Z8 M6 Z5	this	DT
one	PN1	Z8	one	CD
is	VBZ	A3+ Z5	is	VBZ
different	JJ	A6.1-	different	JJ
I	PPIS1	Z8mf	I	PRP
can	VM	A7+	can	MD
clearly	RR	A7+ A11.2+ A12+	clearly	RB
see	VVI	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
the	AT	Z5	the	DT
product	NN1	O2 A1.1.1 A2.2 N2%	product	NN
niche	NN1	O2 I3.1	niche	NN
,	,	""	,	,
their	APPGE	Z8	their	PRP$
audience	NN1	K1/S2mfc S2mfc S1.1.3+	audience	NN
,	,	""	,	,
and	CC	Z5	and	CC
their	APPGE	Z8	their	PRP$
potential	NN1	A7+ O3	potential	NN
.	.	""	.	.
-----	-----	""	-----	CD
Plus	NN1@	A5.1+ N2	Plus	NN
,	,	""	,	,
their	APPGE	Z8	their	PRP$
stuff	NN1	O1 O2	stuff	NN
is	VBZ	A3+ Z5	is	VBZ
trendy	JJ	O4.2+	trendy	JJ
.	.	""	.	.
-----	-----	""	-----	CD
Grow	VV0	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	Grow	NNP
Marketing	NN1	I2.2	Marketing	NNP
,	,	""	,	,
Inc	JJ	I2.1	Inc	NNP
