token	pos	sem	stanford-token	stanford-pos
or	CC	Z5	or	CC
sugar	NN1	F1	sugar	NN
,	,	""	,	,
or	CC	Z5	or	CC
go	VV0	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%	go	VB
to	II	Z5	to	TO
your	APPGE	Z8	your	PRP$
friends	NN2	S3.1/S2mf	friends	NNS
kitchen	NN1	F1/H2	kitchen	NN
and	CC	Z5	and	CC
help	VV0	A9+[i36.2.1 S8+	help	NN
yourself	PPX1	A9+[i36.2.2 Z8	yourself	PRP
with	IW	Z5	with	IN
some	DD	N5 Z5	some	DT
food	NN1	F1	food	NN
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
was	VBDZ	A3+ Z5	was	VBD
very	RG	A13.3[i37.2.1 A13.3	very	RB
much	RR	A13.3[i37.2.2 A13.3 N6+	much	RB
a	AT1	Z5	a	DT
communal	JJ	S1.1.2+	communal	JJ
living	NN1	H4 L1+ I3.1 I1.1 S9%	living	NN
,	,	""	,	,
described	VVN	Q2.2	described	VBN
by	II	Z5	by	IN
Malcolm	NP1	Z1mf[i38.2.1 Z3c[i38.2.1 Z1m	Malcolm	NNP
Gladwell	NP1	Z1mf[i38.2.2 Z3c[i38.2.2	Gladwell	NNP
in	II	Z5	in	IN
the	AT	Z5	the	DT
Outliers	NP1	H4 H4/S2mf A6.1-	Outliers	NNPS
,	,	""	,	,
where	CS	M6	where	WRB
he	PPHS1	Z8m	he	PRP
talks	VVZ@	Q2.1	talks	VBZ
about	II	Z5	about	IN
Roseto	NP1	Z99	Roseto	NNP
a	AT1	Z5	a	DT
tiny	JJ	N3.2-	tiny	JJ
Italian	JJ	Z2 Z2/Q3	Italian	JJ
community	NN1	S5+c	community	NN
in	II	Z5	in	IN
Pennsylvania	NP1	Z2	Pennsylvania	NNP
with	IW	Z5	with	IN
very	RG	A13.3	very	RB
low	JJ	N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1-	low	JJ
rate	NN1	N3.8 N5 I1.3	rate	NN
of	IO	Z5	of	IN
heart	NN1	B2-[i39.2.1 B1 M6 A11.1+ E1 X5.2+	heart	NN
disease	NN1	B2-[i39.2.2 B2-	disease	NN
in	II	Z5	in	IN
people	NN	S2mfc	people	NNS
under	II	T3-[i40.2.1 Z5	under	IN
age	NN1	T3-[i40.2.2 T3 T1.3	age	NN
of	IO	Z5	of	IN
65	MC	T3 N1 T1.2 T1.3 N3.2	65	CD
.	.	""	.	.
-----	-----	""	-----	CD
After	II	Z5	After	IN
studying	VVG	P1 X2.4	studying	VBG
this	DD1	M6 Z5 Z8	this	DT
community	NN1	S5+c	community	NN
and	CC	Z5	and	CC
trying	VVG	X8+ X2.4 Q2.2 G2.1 A12-	trying	VBG
to	TO	Z5	to	TO
figure	VVI	X2.5+[i41.2.1 N2[i41.2.1 X2.1 X2.5+	figure	VB
out	RP	X2.5+[i41.2.2 N2[i41.2.2 M6	out	RP
what	DDQ	Z8 Z5	what	WP
was	VBDZ	A3+ Z5	was	VBD
special	JJ	A4.2+ A6.2-	special	JJ
about	II	Z5	about	IN
them	PPHO2	Z8mfn	them	PRP
the	AT	Z5	the	DT
dietary	JJ	F1	dietary	JJ
practices	NN2	A1.1.1 I3.1/S5+c	practices	NNS
,	,	""	,	,
geography	NN1	P1/W3 W3	geography	NN
etc	RA	Z4	etc	NN
.	.	""	.	.
-----	-----	""	-----	CD
At	II	Z5	At	IN
the	AT	Z5	the	DT
end	NN1	M6 T2- O2 X7+ N4	end	NN
,	,	""	,	,
doctors	NN2	B3/I3.2/S2mf P1/S2mf	doctors	NNS
have	VH0	Z5 A9+ A2.2 S4	have	VBP
concluded	VVN	X6+ T2-	concluded	VBN
that	CST	Z5 Z8	that	IN
the	AT	Z5	the	DT
secret	NN1	A10-	secret	NN
of	IO	Z5	of	IN
Roseto	NP1	Z99	Roseto	NNP
was	VBDZ	A3+ Z5	was	VBD
Roseto	NP1	Z99	Roseto	NNP
itself	PPX1	Z8	itself	PRP
.	.	""	.	.
-----	-----	""	-----	CD
They	PPHS2	Z8mfn	They	PRP
saw	VVD	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ S3.2	saw	VBD
how	RGQ@	Z5 A13.3	how	WRB
close	JJ	N3.3- A4.2+ S5+ S1.1.3+ A6.1+ E2+ W4	close	JJ
people	NN	S2mfc	people	NNS
were	VBDR	A3+ Z5	were	VBD
,	,	""	,	,
with	IW	Z5	with	IN
three	MC	N1 T1.2 T3	three	CD
generations	NN2	T1.3 S5+c	generations	NNS
living	VVG	H4 L1+	living	VBG
under	II	S5+[i42.4.1 Z5	under	IN
the	AT	S5+[i42.4.2 Z5	the	DT
same	DA	S5+[i42.4.3 A6.1+++	same	JJ
roof	NN1	S5+[i42.4.4 H2 B1 M3	roof	NN
,	,	""	,	,
how	RRQ	Z5 A13.3	how	WRB
people	NN	S2mfc	people	NNS
cooked	VVN	F1	cooked	VBD
for	IF	Z5	for	IN
each	PPX221	Z8[i43.2.1	each	DT
other	PPX222	Z8[i43.2.2	other	JJ
in	II	Z5	in	IN
their	APPGE	Z8	their	PRP$
back	NN1	B1 M6	back	JJ
yards	NN2	H3 L3/H3 M7/I4 N3.7	yards	NNS
,	,	""	,	,
stopped	VVD	T2- S8- M8 H4 A1.1.1@	stopped	VBD
to	TO	Z5	to	TO
grit	VVI	A1.1.1 B1	grit	VB
their	APPGE	Z8	their	PRP$
neighbours	NN2	H3/S2mf N3.3-/S2mf M7/N3.3-	neighbours	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Thats	VVZ	Z5 Z8 A13.3 A6.1+	Thats	NNS
pretty	RG	A13.4[i44.2.1 A13.5	pretty	RB
much	RR	A13.4[i44.2.2 A13.3 N6+	much	RB
how	RRQ	Z5 A13.3	how	WRB
I	PPIS1	Z8mf	I	PRP
remember	VV0	X2.2+	remember	VBP
living	VVG	H4 L1+	living	VBG
in	II	Z5	in	IN
Russia	NP1	Z2	Russia	NNP
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
was	VBDZ	A3+ Z5	was	VBD
a	AT1	Z5	a	DT
self-sufficient	JJ	S5-	self-sufficient	JJ
and	CC	Z5	and	CC
well-connected	JJ	A2.2 S5+ M3 A1.1.1	well-connected	JJ
community	NN1	S5+c	community	NN
,	,	""	,	,
protected	VVN	S8+/A15+ A10-	protected	VBN
from	II	Z5	from	IN
the	AT	Z5	the	DT
outside	JJ	M6 S5-	outside	JJ
world	NN1	W1 S5+c A4.1 N5+	world	NN
.	.	""	.	.
-----	-----	""	-----	CD
Soviet	JJ	Z2	Soviet	JJ
era	NN1	T1.3	era	NN
Poster	NN1	Q1.2	Poster	NN
""""	""""	""	""""	''
Religion	NN1	S9	Religion	NNP
is	VBZ	A3+ Z5	is	VBZ
Poison	NN1	E3-/O1 A15-/O1	Poison	NN
.	.	""	.	.
-----	-----	""	-----	CD
Save	VV0	I1.1 B3 A9+ S8+ A1.9 K5.1 S9	Save	VB
children	NN2	S2mf/T3- S4mf	children	NNS
from	II	Z5	from	IN
it	PPH1	Z8	it	PRP
.	.	""	.	.
""""	""""	""	""""	''
-----	-----	""	-----	CD
Religion	NN1	S9	Religion	NNP
in	II	Z5	in	IN
Russia	NP1	Z2	Russia	NNP
was	VBDZ	Z5 A3+	was	VBD
forbidden	VVN	S7.4-	forbidden	VBN
.	.	""	.	.
-----	-----	""	-----	CD
Ironically	RR	Q2.2/S1.2.4- A6.1-/X2.6	Ironically	NNP
,	,	""	,	,
we	PPIS2	Z8	we	PRP
were	VBDR	Z5 A3+	were	VBD
told	VVN	Q2.1 S7.1+/Q2.2 X3 A10+	told	VBN
that	CST	Z8 Z5	that	IN
we	PPIS2	Z8	we	PRP
should	VM	S6+ A7+	should	MD
learn	VVI	X2.3+ P1	learn	VB
to	TO	Z5	to	TO
think	VVI	X2.1	think	VB
for	IF	Z5	for	IN
ourselves	PPX2	Z8	ourselves	PRP
and	CC	Z5	and	CC
do	VD0	Z5 A1.1.1 G2.2- X9.2+ E3- N5+ G2.1%	do	VB
nt	XX	S9/Q4.1 Z3c	nt	NNS
get	VVI	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
brainwashed	VVN	X4.1/A2.1+	brainwashed	VBN
by	II	Z5	by	IN
religious	JJ	S9	religious	JJ
fanatics	NN2	X5.2+++/S2mf	fanatics	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Though	CS	Z5	Though	NNP
,	,	""	,	,
youd	NN1	Z99	youd	NN
have	VH0	A9+ Z5 A2.2 S4	have	VBP
a	AT1	Z5	a	DT
hard	JJ	A12-[i45.2.1 O4.5 A12- S1.2.5+ O4.1	hard	JJ
time	NNT1	A12-[i45.2.2 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
finding	VVG	A10+ X2.1 X6+	finding	VBG
religious	JJ	S9	religious	JJ
fanatics	NN2	X5.2+++/S2mf	fanatics	NNS
in	II	Z5	in	IN
my	APPGE	Z8	my	PRP$
town	NN1	M7	town	NN
.	.	""	.	.
-----	-----	""	-----	CD
Only	RR	A14	Only	RB
old	JJ	T3+ Z4	old	JJ
ladies	NN2	S2.1f S7.1+/S2.1f B4/H1	ladies	NNS
were	VBDR	Z5 A3+	were	VBD
going	VVG	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%	going	VBG
to	II	Z5	to	TO
the	AT	Z5	the	DT
church	NN1	S9/H1c S9c	church	NN
,	,	""	,	,
and	CC	Z5	and	CC
even	RR	A13.1	even	RB
they	PPHS2	Z8mfn	they	PRP
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
it	PPH1	Z8	it	PRP
quietly	RR	X3.2- E3+ A10- A1.1.1/N5-	quietly	RB
.	.	""	.	.
-----	-----	""	-----	CD
Lenin	NP1	Z1m	Lenin	NNP
called	VVD	Q2.2 S1.1.1 Q1.3 S9%	called	VBN
religion	NN1	S9	religion	NN
A	ZZ1	Z5	A	NN
Poison	NN1	E3-/O1 A15-/O1	Poison	NN
for	IF	Z5	for	IN
the	AT	Z5	the	DT
Masses	NN2	N5+ S5+	Masses	NNP
,	,	""	,	,
and	CC	Z5	and	CC
that	DD1	Z5 Z8	that	IN
phrase	NN1	Q3 K2 K1	phrase	NN
was	VBDZ	Z5 A3+	was	VBD
frequently	RR	N6+	frequently	RB
used	VVN	A1.5.1 S7.1+	used	VBN
on	II	Z5	on	IN
Soviet	JJ	Z2	Soviet	JJ
era	NN1	T1.3	era	NN
posters	NN2	Q1.2	posters	NNS
(	(	""	(	VBP
like	II	Z5	like	IN
the	AT	Z5	the	DT
one	PN1	Z8	one	CD
you	PPY	Z4[i46.2.1 Z8mf	you	PRP
see	VV0	Z4[i46.2.2 X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VBP
above	RL	M6 A5.1++	above	IN
)	)	""	)	NN
.	.	""	.	.
-----	-----	""	-----	CD
Sports	NN2	K5.1	Sports	NNPS
,	,	""	,	,
education	NN1	P1 X2.3+	education	NN
,	,	""	,	,
hard	JJ	A12-[i47.2.1 O4.5 A12- S1.2.5+ O4.1	hard	JJ
work	NN1	A12-[i47.2.2 I3.1 A1.1.1 Q4 K2 C1	work	NN
and	CC	Z5	and	CC
being	VBG	A3+ Z5	being	VBG
a	AT1	Z5	a	DT
better	JJR	A5.1++ G2.2++ O4.2++	better	JJR
citizen	NN1	G1.1/S2mf S5+/S2mf	citizen	NN
were	VBDR	Z5 A3+	were	VBD
also	RR	N5++	also	RB
highly	RR	A13.3	highly	RB
promoted	VVN	S8+ I2.2/Q2.2 S7.1+/A2.1	promoted	VBN
by	II	Z5	by	IN
the	AT	Z5	the	DT
state	NN1	G1.1c O4.1	state	NN
.	.	""	.	.
-----	-----	""	-----	CD
You	PPY	Z8mf	You	PRP
could	VM	A7+	could	MD
see	VVI	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
Soviet	JJ	Z2	Soviet	JJ
propaganda	NN1	G1.2	propaganda	NN
posters	NN2	Q1.2	posters	NNS
everywhere	RL	M6/N5.1+	everywhere	RB
you	PPY	Z8mf	you	PRP
went	VVD	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%	went	VBD
.	.	""	.	.
-----	-----	""	-----	CD
Another	DD1	A6.1- N5++	Another	DT
thing	NN1	O2 X4.1 A7- S2mf L2mf	thing	NN
I	PPIS1	Z8mf	I	PRP
remember	VV0	X2.2+	remember	VBP
is	VBZ	A3+ Z5	is	VBZ
absence	NN1	S1.1.3- A3-	absence	NN
of	IO	Z5	of	IN
products	NN2	O2 A1.1.1 A2.2 N2%	products	NNS
in	II	Z5	in	IN
stores	NN2	I2.2/H1 A9+ A9+/H1 F1	stores	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Maybe	RR	A7	Maybe	RB
thats	VVZ	Z5 Z8 A13.3 A6.1+	thats	VBZ
why	RRQ	A2.2	why	WRB
nobody	PN1	Z8/Z6cmf	nobody	NN
spend	VV0	I1.2 A1.5.1 T1.3	spend	VBP
as	RG@	A13	as	RB
much	DA1	N5+ I1.3+	much	JJ
time	NNT1	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
shopping	NN1	I2.2/O2 I2.2 G2.1@	shopping	NN
or	CC	Z5	or	CC
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
it	PPH1	Z8	it	PRP
as	RG@	A13	as	RB
often	RR	N6+	often	RB
,	,	""	,	,
as	CSA	Z5	as	IN
people	NN	S2mfc	people	NNS
do	VD0	A1.1.1 G2.2- X9.2+ E3- N5+ G2.1% Z5	do	VBP
it	PPH1	Z8	it	PRP
here	RL	M6 T1.1.2 T1.2	here	RB
,	,	""	,	,
in	II	Z5	in	IN
North	ND1	Z2[i49.2.1 M6 Z2[i48.2.1	North	NNP
America	NP1	Z2[i49.2.2 Z2 Z2[i48.2.2	America	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Looking	VVG	X3.4[i50.2.1 X2.4[i50.2.1 X2.1[i50.2.1 A8 X3.4 X2.4 X7+ Z4	Looking	VBG
at	II	X3.4[i50.2.2 X2.4[i50.2.2 X2.1[i50.2.2 Z5	at	IN
Soviet	JJ	Z2	Soviet	JJ
era	NN1	T1.3	era	NN
advertising	NN1	I2.2/Q2.1 X2.2+ A10+	advertising	NN
,	,	""	,	,
youd	VV0	Z99	youd	NN
wonder	VV0	X2.1	wonder	NN
why	RRQ	A2.2	why	WRB
they	PPHS2	Z8mfn	they	PRP
even	RR	A13.1	even	RB
bothered	VVN	E6- A1.1.1 E3- X5.2+	bothered	VBD
creating	VVG	A1.1.1 A2.2 E1	creating	VBG
ads	NN2	I2.2/Q2.1 X2.2+ A10+	ads	NNS
for	IF	Z5	for	IN
various	JJ	A6.3+	various	JJ
products	NN2	O2 A1.1.1 A2.2 N2%	products	NNS
,	,	""	,	,
when	CS	Z5	when	WRB
there	EX	Z5	there	EX
was	VBDZ	A3+ Z5	was	VBD
a	AT1	Z5/N5-[i51.2.1 Z5	a	DT
shortage	NN1	Z5/N5-[i51.2.2 N5-	shortage	NN
of	IO	Z5	of	IN
so	RG	N5[i52.2.1 A13.3	so	RB
many	DA2	N5[i52.2.2 N5+	many	JJ
of	IO	Z5	of	IN
them	PPHO2	Z8mfn	them	PRP
,	,	""	,	,
and	CC	Z5	and	CC
when	CS	Z5	when	WRB
there	EX	Z5	there	EX
was	VBDZ	A3+ Z5	was	VBD
no	AT	Z6	no	DT
competition	NN1	K1 S7.3+	competition	NN
All	DB	N5.1+	All	DT
industries	NN2	I4	industries	NNS
were	VBDR	Z5 A3+	were	VBD
owned	VVN	A9+	owned	VBN
by	II	Z5	by	IN
the	AT	Z5	the	DT
state	NN1	G1.1c O4.1	state	NN
anyway	RR	Z4 A13.7	anyway	RB
.	.	""	.	.
-----	-----	""	-----	CD
Well	RR	A5.1+ A13.3 A7+ B2+ Z4	Well	UH
,	,	""	,	,
the	AT	Z5	the	DT
answer	NN1	Q2.2 X4.1 X9.2+	answer	NN
lies	VVZ	A5.2- M1 T2++ M6 A3+	lies	VBZ
in	II	M6[i53.3.1 S8-[i53.3.1 Z5	in	IN
the	AT	M6[i53.3.2 S8-[i53.3.2 Z5	the	DT
way	NN1	M6[i53.3.3 S8-[i53.3.3 X4.2 M6 M3/H3 N3.3 A4.1 A1.1.1 T1.3	way	NN
Soviet	JJ	Z2	Soviet	JJ
Economy	NN1	I2.1 I1.3-	Economy	NN
was	VBDZ	A3+ Z5	was	VBD
setup	NN1	X4.2	setup	NN
.	.	""	.	.
-----	-----	""	-----	CD
We	PPIS2	Z8	We	PRP
had	VHD	A9+ Z5 A2.2 S4	had	VBD
a	AT1	Z5	a	DT
Planned	JJ@	X7+	Planned	NNP
Economy	NN1	I2.1 I1.3-	Economy	NNP
,	,	""	,	,
which	DDQ	Z8 Z5	which	WDT
means	VVZ	Q1.1 X7+	means	VBZ
a	AT1	N5[i54.3.1 Z5	a	DT
certain	JJ	N5[i54.3.2 A4.2+ A7+	certain	JJ
amount	NN1	N5[i54.3.3 N5	amount	NN
of	IO	Z5	of	IN
products	NN2	O2 A1.1.1 A2.2 N2%	products	NNS
was	VBDZ	Z5 A3+	was	VBD
planned	VVN	X7+	planned	VBN
to	TO	Z5	to	TO
be	VBI	Z5 A3+	be	VB
produced	VVN	A2.2 A1.1.1 A10+ K4 K3 Q4.3 F4	produced	VBN
and	CC	Z5	and	CC
sold	VVN	I2.2	sold	VBN
in	II	Z5	in	IN
the	AT	Z5	the	DT
next	MD	N4	next	JJ
5	MC	N1	5	CD
years	NNT2	T1.3	years	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Following	VVG	M1 N4 S7.1- X2.4 X2.5+ A6.1+ A1.1.1 A2.2 K5.1 X3.4	Following	VBG
consumer	NN1	I2.2/S2mf	consumer	NN
trends	NN2	A6.2+ A2.1+	trends	NNS
and	CC	Z5	and	CC
producing	VVG	A2.2 A1.1.1 A10+ K4 K3 Q4.3 F4	producing	VBG
on	II	Z5	on	IN
demand	NN1	Q2.2 S6+ X7+	demand	NN
was	VBDZ	A3+ Z5	was	VBD
not	XX	Z6	not	RB
possible	JJ	A7+	possible	JJ
,	,	""	,	,
thus	RR	Z5/A2.2	thus	RB
constant	JJ	T2++/N5-[i55.2.1 T2++ A2.1- S6+	constant	JJ
shortages	NN2	T2++/N5-[i55.2.2 N5-	shortages	NNS
.	.	""	.	.
-----	-----	""	-----	CD
However	RR	Z4	However	RB
,	,	""	,	,
if	CS	Z7	if	IN
some	DD	N5 Z5	some	DT
products	NN2	O2 A1.1.1 A2.2 N2%	products	NNS
were	VBDR	Z5 A3+	were	VBD
not	XX	Z6	not	RB
selling	VVG	I2.2	selling	VBG
as	CSA	Z5	as	IN
planned	VVN	X7+	planned	VBN
,	,	""	,	,
ads	NN2	I2.2/Q2.1 X2.2+ A10+	ads	NNS
were	VBDR	Z5 A3+	were	VBD
created	VVN	A1.1.1 A2.2 E1	created	VBN
to	TO	Z5	to	TO
convince	VVI	A7+/Q2.2	convince	VB
citizens	NN2	G1.1/S2mf S5+/S2mf	citizens	NNS
,	,	""	,	,
that	CST	Z8 Z5	that	IN
they	PPHS2	Z8mfn	they	PRP
needed	VVD	S6+	needed	VBD
to	TO	Z5	to	TO
buy	VVI	I2.2	buy	VB
more	DAR	N5++	more	JJR
of	IO	Z5	of	IN
those	DD2	Z5 Z8	those	DT
products	NN2	O2 A1.1.1 A2.2 N2%	products	NNS
.	.	""	.	.
-----	-----	""	-----	CD
""""	""""	""	""""	``
Smoke	VV0	F3 O1.3 F1	Smoke	NNP
Cigarettes	NN2	F3	Cigarettes	NNP
""""	""""	""	""""	``
Soviet	JJ	Z2	Soviet	NNP
Ad	NN1	I2.2/Q2.1 X2.2+ A10+	Ad	NNP
Poster	NN1	Q1.2	Poster	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Smoke	VV0	F3 O1.3 F1	Smoke	NNP
Cigarettes	NN2	F3	Cigarettes	NNP
Soviet	JJ	Z2	Soviet	NNP
Ad	NN1	I2.2/Q2.1 X2.2+ A10+	Ad	NNP
Poster	NN1	Q1.2	Poster	NNP
promoting	VVG	S8+ I2.2/Q2.2 S7.1+/A2.1	promoting	VBG
smoking	NN1	F3 O1.3 F1	smoking	NN
.	.	""	.	.
-----	-----	""	-----	CD
Soviet	JJ	Z2	Soviet	JJ
Ad	NN1	I2.2/Q2.1 X2.2+ A10+	Ad	NN
Poster	NN1	Q1.2	Poster	NN
for	IF	Z5	for	IN
""""	""""	""	""""	``
Lilac	NN1	L3	Lilac	NNP
""""	""""	""	""""	``
-	-	""	-	:
both	RR	Z5	both	CC
cologne	NN1	B4	cologne	NN
and	CC	Z5	and	CC
perfume	NN1	B4 X3.5	perfume	NN
.	.	""	.	.
-----	-----	""	-----	CD
Lilac	NN1	L3	Lilac	NNP
,	,	""	,	,
a	AT1	Z5	a	DT
Very	RG	A13.3	Very	RB
Strong	JJ	S1.2.5+ N5+ A5.1+ X5.2+ S7.1+ X9.1+ O4.1 S1.2.3+	Strong	JJ
Smell	NN1	X3.5	Smell	NNP
Soviet	JJ	Z2	Soviet	NNP
Ad	NN1	I2.2/Q2.1 X2.2+ A10+	Ad	NNP
Poster	NN1	Q1.2	Poster	NNP
for	IF	Z5	for	IN
both	RR	Z5	both	DT
cologne	NN1	B4	cologne	NN
and	CC	Z5	and	CC
perfume	NN1	B4 X3.5	perfume	NN
.	.	""	.	.
-----	-----	""	-----	CD
Me	PPIO1	Z8mf	Me	PRP
in	II	Z5	in	IN
High	JJ	P1/H1c[i56.2.1 N3.7+ N5+ A11.1+ S7.1+ A5.1+ T3- X3.2 G2.2+ E4.1+ I1.3+ F3 O4.2- O4.6+ S9	High	NNP
School	NN1	P1/H1c[i56.2.2 P1/H1c S5+c L2%c B5/P1[i57.2.1	School	NNP
Uniform	NN1	B5 B5/P1[i57.2.2	Uniform	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Me	PPIO1	Z8mf	Me	PRP
in	II	Z5	in	IN
High	JJ	P1/H1c[i58.2.1 N3.7+ N5+ A11.1+ S7.1+ A5.1+ T3- X3.2 G2.2+ E4.1+ I1.3+ F3 O4.2- O4.6+ S9	High	NNP
School	NN1	P1/H1c[i58.2.2 P1/H1c S5+c L2%c B5/P1[i59.2.1	School	NNP
Uniform	NN1	B5 B5/P1[i59.2.2	Uniform	NNP
.	.	""	.	.
-----	-----	""	-----	CD
We	PPIS2	Z8	We	PRP
all	DB	N5.1+	all	DT
had	VHD	S6+[i60.2.1 A9+ Z5 A2.2 S4	had	VBD
to	TO	S6+[i60.2.2 Z5	to	TO
wear	VVI	B5 A1.1.1 B2- S7.4+	wear	VB
uniform	NN1	B5	uniform	NN
in	II	Z5	in	IN
high	JJ	P1/H1c[i61.2.1 N3.7+ N5+ A11.1+ S7.1+ A5.1+ T3- X3.2 G2.2+ E4.1+ I1.3+ F3 O4.2- O4.6+ S9	high	JJ
school	NN1	P1/H1c[i61.2.2 P1/H1c S5+c L2%c	school	NN
.	.	""	.	.
-----	-----	""	-----	CD
Girls	NN2	S2.1f L2f@	Girls	NNS
,	,	""	,	,
a	AT1	Z5	a	DT
simple	JJ	A12+ A6.2+ O4.1 X9.1-	simple	JJ
black	JJ	O4.3 G2.2- A5.1- E4.1- S5+	black	JJ
dress	NN1	B5	dress	NN
and	CC	Z5	and	CC
a	AT1	Z5	a	DT
white	JJ	O4.3 G2.2+	white	JJ
apron	NN1	B5	apron	NN
on	II31	M6[i62.3.1 N5++[i62.3.1 X2.2+[i62.3.1 Z5 Z5[i63.3.1	on	IN
top	II32	M6[i62.3.2 N5++[i62.3.2 X2.2+[i62.3.2 Z5[i63.3.2	top	NN
of	II33	M6[i62.3.3 N5++[i62.3.3 X2.2+[i62.3.3 Z5[i63.3.3	of	IN
the	AT	Z5	the	DT
dress	NN1	B5	dress	NN
.	.	""	.	.
-----	-----	""	-----	CD
Guys	NP1	Z1mf	Guys	NNS
black	JJ	O4.3 G2.2- A5.1- E4.1- S5+	black	JJ
pants	NN2	B5 B1	pants	NNS
and	CC	Z5	and	CC
a	AT1	Z5	a	DT
jacket	NN1	B5 O2 Q4.1	jacket	NN
with	IW	Z5	with	IN
white	JJ	O4.3 G2.2+	white	JJ
shirt	NN1	B5	shirt	NN
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
was	VBDZ	A3+ Z5	was	VBD
a	AT1	Z5	a	DT
big	JJ	A11.1+[i64.2.1 Z4[i64.2.1 N3.2+ N5+ A11.1+ S1.2.5+ X5.2+	big	JJ
deal	NN1	A11.1+[i64.2.2 Z4[i64.2.2 N5 Q2.2 A1.1.1 I2.2 K5.2 F3/I2.2	deal	NN
if	CS	Z7	if	IN
a	AT1	Z5	a	DT
girl	NN1	S2.1f L2f@	girl	NN
showed	VVD	A10+[i65.2.1 S1.2.3+[i65.2.1 S1.1.3+[i65.2.1 A10+ S1.1.1	showed	VBD
up	RP	A10+[i65.2.2 S1.2.3+[i65.2.2 S1.1.3+[i65.2.2	up	RP
in	II	Z5	in	IN
school	NN1	P1/H1c S5+c L2%c	school	NN
wearing	VVG	B5 A1.1.1 B2- S7.4+	wearing	VBG
a	AT1	Z5	a	DT
lipstick	NN1	B4	lipstick	NN
or	CC	Z5	or	CC
a	AT1	Z5	a	DT
makeup	NN1	B4	makeup	NN
.	.	""	.	.
-----	-----	""	-----	CD
Shed	NN1	H1	Shed	VBN
be	VBI	Z5 A3+	be	VB
called	VVN	Q2.2[i66.2.1 Q2.2 S1.1.1 Q1.3 S9%	called	VBN
out	RP	Q2.2[i66.2.2 M6	out	RP
to	TO	Z5	to	TO
go	VVI	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%	go	VB
and	CC	Z5	and	CC
wash	VVI	B4	wash	VB
her	APPGE	Z8f	her	PRP$
face	NN1	B1 W3 O2 A8 S1.2.3+	face	NN
and	CC	Z5	and	CC
the	AT	Z5	the	DT
whole	JJ	N5.1+	whole	JJ
class	NN1	P1c A4.1 S5+c O4.2+	class	NN
would	VM	A7+	would	MD
have	VHI	S6+[i67.2.1 A9+ Z5 A2.2 S4	have	VB
to	TO	S6+[i67.2.2 Z5	to	TO
wait	VVI	T1.3 A3+ A11.1+ S1.1.1%	wait	VB
for	IF	Z5	for	IN
her	PPHO1	Z8f	her	PRP
to	TO	Z5	to	TO
come	VVI	M1/N6+[i68.2.1 X2.2+[i68.2.1 M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2	come	VB
back	RP	M1/N6+[i68.2.2 X2.2+[i68.2.2 M6 N6+ T1.1.1 S1.1.2+	back	RB
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
was	VBDZ	A3+ Z5	was	VBD
pretty	RG	A13.5	pretty	RB
embarrassing	JJ	E4.1- E5-	embarrassing	JJ
.	.	""	.	.
-----	-----	""	-----	CD
School	NN1	P1/H1c S5+c L2%c	School	NNP
is	VBZ	A3+ Z5	is	VBZ
for	IF	Z5	for	IN
learning	VVG	X2.3+ P1	learning	VBG
and	CC	Z5	and	CC
not	XX	Z6	not	RB
for	IF	Z5	for	IN
