token	pos	sem	stanford-token	stanford-pos
trying	VVG	X2.4[i20.2.1 X8+ X2.4 Q2.2 G2.1 A12-	trying	VBG
it	PPH1	Z8	it	PRP
out	RP	X2.4[i20.2.2 M6	out	RP
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
will	VM	T1.1.3	will	MD
write	VVI	Q1.2 I2.1	write	VB
a	AT1	Z5	a	DT
detailed	JJ	A4.2+	detailed	JJ
review	NN1	Q4 X2.4	review	NN
soon	RR	T1.1.3/N3.8+	soon	RB
.	.	""	.	.
-----	-----	""	-----	CD
Adding	VVG	N5+/A2.1 N2 A1.8+	Adding	VBG
More	DAR	Z1mf[i21.2.1 Z3c[i21.2.1 Z3c	More	JJR
Amazon	NN1@	Z1mf[i21.2.2 Z3c[i21.2.2 Z2 M7	Amazon	NNP
Product	NN1	O2 A1.1.1 A2.2 N2%	Product	NNP
Links	NN2	A2.2 S5+ M3 Q1.3 F1 K5.1/M7%	Links	NNP
Following	VVG	M1 N4 S7.1- X2.4 X2.5+ A6.1+ A1.1.1 A2.2 K5.1 X3.4	Following	VBG
my	APPGE	Z8	my	PRP$
plan	NN1	X7+ C1/H1	plan	NN
of	IO	Z5	of	IN
improving	VVG	A5.1+/A2.1	improving	VBG
my	APPGE	Z8	my	PRP$
acquired	JJ@	A9+	acquired	VBN
websites	NN2	Y2	websites	NNS
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
added	VVD	N5+/A2.1 N2 A1.8+	added	VBD
more	RRR	A13.3 N6++	more	RBR
Amazon	NP1	Z2 M7	Amazon	NNP
product	NN1	O2 A1.1.1 A2.2 N2%	product	NN
links	VVZ	A2.2 S5+ A1.1.1	links	NNS
to	II	Z5	to	TO
the	AT	Z5	the	DT
Elephant	NN1	L2mfn	Elephant	NN
website	NN1	Y2	website	NN
.	.	""	.	.
-----	-----	""	-----	CD
You	PPY	Z8mf	You	PRP
will	VM	T1.1.3	will	MD
see	VVI	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
below	RL	M6	below	IN
that	CST	Z5 Z8	that	IN
the	AT	Z5	the	DT
Amazon	NP1	Z2 M7	Amazon	NNP
portion	NN1	N5	portion	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
has	VHZ	Z5 A9+ A2.2 S4	has	VBZ
grown	VVN	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	grown	VBN
compared	VVN	A6.1 A5.1 Q3	compared	VBN
to	II	Z5	to	TO
the	AT	Z5	the	DT
previous	JJ	N4	previous	JJ
month	NNT1	T1.3	month	NN
.	.	""	.	.
-----	-----	""	-----	CD
However	RR	Z4	However	RB
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
think	VV0	X2.1	think	VBP
it	PPH1	Z8	it	PRP
was	VBDZ	A3+ Z5	was	VBD
just	RR	A14 T3--- T1.3- N3.3---	just	RB
a	AT1	Z5	a	DT
fluctuation	NN1	A2.1+	fluctuation	NN
and	CC	Z5	and	CC
not	XX	Z6	not	RB
a	AT1	Z5	a	DT
result	NN1	A2.2 X9.2 N2 A5.1 K5 Q1.1/A2.2	result	NN
of	IO	Z5	of	IN
my	APPGE	Z8	my	PRP$
efforts	NN2	X8+ O2	efforts	NNS
because	CS	Z5/A2.2	because	IN
the	AT	Z5	the	DT
total	JJ	A13.2 N5.1+	total	JJ
amount	NN1	N5	amount	NN
of	IO	Z5	of	IN
orders	NN2	S7.1+/Q2.2 I2.2/Q2.2 A4.1 N4 G2.1+ G2.1 Q1.2/I1.1 O4.2+	orders	NNS
was	VBDZ	A3+ Z5	was	VBD
smaller	JJR	N3.2-- N3.7-- N5-- T3-- A11.1-- S5--/I2.1 X3.2- A5.1--	smaller	JJR
than	CSN	Z5	than	IN
in	II	Z5	in	IN
December	NPM1	T1.3	December	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Winter	NNT1	T1.3	Winter	NNP
seems	VVZ	A8	seems	VBZ
to	TO	Z5	to	TO
affect	VVI	A2.1+ A5.4-/A8	affect	VB
this	DD1	M6 Z5 Z8	this	DT
niche	NN1	O2 I3.1	niche	NN
more	RRR	A13.3 N6++	more	RBR
than	CSN	Z5	than	IN
I	PPIS1	Z8mf	I	PRP
thought	VVD	X2.1	thought	VBD
.	.	""	.	.
-----	-----	""	-----	CD
Kickfurther	VV0	Z99	Kickfurther	NNP
Kickfuther	NN1	Z99	Kickfuther	NNP
business	NN1	I2.1 A1.1.1 A5.1+++	business	NN
was	VBDZ	Z5 A3+	was	VBD
doing	VDG	S8+[i22.2.1 A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	doing	VBG
pretty	RG	A13.5	pretty	RB
good	JJ	S8+[i22.2.2 A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+	good	JJ
in	II	Z5	in	IN
January	NPM1	T1.3	January	NNP
!	!	""	!	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
got	VVD	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	got	VBD
many	DA2	N5+	many	JJ
payouts	NN2	I1.2	payouts	NNS
and	CC	Z5	and	CC
some	DD	N5 Z5	some	DT
of	IO	Z5	of	IN
them	PPHO2	Z8mfn	them	PRP
were	VBDR	A3+ Z5	were	VBD
final	JJ	N4 T2-	final	JJ
and	CC	Z5	and	CC
were	VBDR	Z5 A3+	were	VBD
paid	VVN	I1.2[i23.2.1 I1.2 A9- I1.1/I3.1	paid	VBN
way	NN1	I1.2[i23.2.2 X4.2 M6 M3/H3 N3.3 A4.1 A1.1.1 T1.3	way	NN
ahead	II21	N4[i24.2.1 N4[i25.2.1 A5.1++[i25.2.1	ahead	RB
of	II22	N4[i24.2.2 N4[i25.2.2 A5.1++[i25.2.2	of	IN
the	AT	Z5	the	DT
time	NNT1	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
guess	VV0	X2.1	guess	VBP
it	PPH1	Z8	it	PRP
happened	VVD	A2.1+ A3+ X7-	happened	VBD
because	CS	Z5/A2.2	because	RB
many	DA2	N5+	many	JJ
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
borrowed	VVD	A9+	borrowed	VBN
money	NN1	I1	money	NN
for	IF	Z5	for	IN
the	AT	Z5	the	DT
busy	JJ	A1.1.1/N5+	busy	JJ
Christmas	NNT1	S9/T1.3	Christmas	NNP
&	CC	Z5	&	CC
New	JJ	T1.3/K1[i26.2.1 T3-	New	NNP
Year	NNT1	T1.3/K1[i26.2.2 T1.3 P1c	Year	NNP
season	NNT1	T1.3	season	NN
.	.	""	.	.
-----	-----	""	-----	CD
The	AT	Z5	The	DT
season	NNT1	T1.3	season	NN
sales	NN	I2.2 I2.2/I1.3-	sales	NNS
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
better	RRR	A5.1++ G2.2++ O4.2++	better	JJR
than	CSN	Z5	than	IN
expected	JJ	X2.6+	expected	VBN
,	,	""	,	,
and	CC	Z5	and	CC
the	AT	Z5	the	DT
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
made	VVD	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	made	VBN
enough	DD	N5+ N6+	enough	JJ
money	NN1	I1	money	NN
to	TO	Z5	to	TO
pay	VVI	I1.2[i27.2.1 S1.1.2+[i27.2.1 I1.2 A9- I1.1/I3.1	pay	VB
back	RP	I1.2[i27.2.2 S1.1.2+[i27.2.2 M6 N6+ T1.1.1 S1.1.2+	back	RP
all	DB	N5.1+	all	PDT
the	AT	Z5	the	DT
loans	NN2	I1.2 A9-	loans	NNS
.	.	""	.	.
-----	-----	""	-----	CD
In	II	N5.1+[i28.2.1 Z5	In	IN
total	NN1	N5.1+[i28.2.2 N5.1+	total	JJ
,	,	""	,	,
there	EX	Z5	there	EX
were	VBDR	A3+ Z5	were	VBD
6	MC	N1 T1.2 T3 T1.3 N3.2	6	CD
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
I	PPIS1	Z8mf	I	PRP
backed	VVD	S8+ K5.1/I1 M1 M6 K2	backed	VBD
that	CST	Z8 Z5	that	IN
paid	VVD	I1.2[i29.2.1 I3.1-[i29.2.1 X9.2+[i29.2.1 I1.2 A9- I1.1/I3.1	paid	VBN
off	RP	I1.2[i29.2.2 I3.1-[i29.2.2 X9.2+[i29.2.2 M6 K1 A1.1.1 A1.9	off	RP
everything	PN1	Z8/N5.1+	everything	NN
during	II	Z5	during	IN
January	NPM1	T1.3	January	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Here	RL	M6 T1.1.2 T1.2	Here	RB
are	VBR	A3+ Z5	are	VBP
their	APPGE	Z8	their	PRP$
names	NN2	Q2.2	names	NNS
and	CC	Z5	and	CC
the	AT	Z5	the	DT
products	NN2	O2 A1.1.1 A2.2 N2%	products	NNS
they	PPHS2	Z8mfn	they	PRP
borrowed	VVD	A9+	borrowed	VBD
money	NN1	I1	money	NN
for	IF	Z5	for	IN
:	:	""	:	:
Airbag	NP1	O2/M3	Airbag	NNP
(	(	""	(	NNP
backpacks	NN2	O2	backpacks	NNS
)	)	""	)	VBP
Glamour	NN1	O4.2+	Glamour	NNP
Dolls	NN2	K6 B5	Dolls	NNP
Makeup	NN1	B4	Makeup	NNP
(	(	""	(	NN
lipsticks	NN2	B4	lipsticks	NNS
)	)	""	)	VBP
Scratch	VV0	B2- A1.1.1 A1.1.2	Scratch	VB
Tracks	NN2	M3 O2 K3 A4.1 X4.1 K5.1/M7 X2.4	Tracks	NNP
(	(	""	(	CD
Bluetooth	NP1	Z99	Bluetooth	NNP
speakers	NN2	Q2.1/S2mf G1.1/S2mf O3	speakers	NNS
)	)	""	)	VBP
Clarisea	NP1	Z99	Clarisea	NNP
,	,	""	,	,
Inc.	JJ	I2.1	Inc.	NNP
(	(	""	(	CD
cosmetics	NN2	B4	cosmetics	NNS
)	)	""	)	VBP
Vaportini	NP1	Z99	Vaportini	NNP
(	(	""	(	CD
innovative	JJ	T3-	innovative	JJ
cocktail	NN1	F2	cocktail	NN
glasses	NN2	O2 B3/X3.4	glasses	VBZ
)	)	""	)	NNP
Harvey	NP1	Z1mf[i31.3.1 Z3c[i31.3.1 Z1mf Z1mf[i30.2.1 Z3c[i30.2.1	Harvey	NNP
Prince	NNB	Z1mf[i31.3.2 Z3c[i31.3.2 Z1mf Z3m Z1mf[i30.2.2 Z3c[i30.2.2 Z1mf[i32.2.1 Z3c[i32.2.1	Prince	NNP
Organics	NP1	Z3c[i31.3.3 Z1mf[i31.3.3 Z1mf[i32.2.2 Z3c[i32.2.2	Organics	NNP
(	(	""	(	NN
perfume	NN1	B4 X3.5	perfume	NN
)	)	""	)	CD
Three	MC	N1 T1.2 T3	Three	CD
of	IO	Z5	of	IN
them	PPHO2	Z8mfn	them	PRP
came	VVD	M1/N6+[i33.2.1 X2.2+[i33.2.1 M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2	came	VBD
back	RP	M1/N6+[i33.2.2 X2.2+[i33.2.2 M6 N6+ T1.1.1 S1.1.2+	back	RB
almost	RR	A13.4	almost	RB
immediately	RR	N3.8+ T1.1.2/A11.1+ N4	immediately	RB
with	IW	Z5	with	IN
the	AT	Z5	the	DT
next	MD	N4	next	JJ
offer	NN1	A9- Q2.2 I1.3-	offer	NN
.	.	""	.	.
-----	-----	""	-----	CD
Needless	JJ	S6-	Needless	JJ
to	TO	Z5	to	TO
say	VVI	Q2.1 Z4%	say	VB
that	CST	Z8 Z5	that	IN
I	PPIS1	Z8mf	I	PRP
gladly	RR	X5.2+	gladly	RB
lent	VVD	A9-	lent	VBD
them	PPHO2	Z8mfn	them	PRP
money	NN1	I1	money	NN
again	RT	N6+ Z4	again	RB
:	:	""	:	:
)	)	""	)	CD
If	CS	Z7	If	IN
you	PPY	Z8mf	you	PRP
want	VV0	X7+ S6+ A7+ S3.2 A9-	want	VBP
to	TO	Z5	to	TO
try	VVI	X2.4[i34.2.1 X8+ X2.4 Q2.2 G2.1 A12-	try	VB
it	PPH1	Z8	it	PRP
out	RP	X2.4[i34.2.2 M6	out	RP
,	,	""	,	,
get	VV0	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
$5	NNU	Z99	$5	CD
to	II	Z5	to	TO
back	NN1	B1 M6	back	VB
a	AT1	Z5	a	DT
business	NN1	I2.1 A1.1.1 A5.1+++	business	NN
on	II	Z5	on	IN
Kickfurther	NP1	Z99	Kickfurther	NN
through	II	Z5	through	IN
my	APPGE	Z8	my	PRP$
referral	NN1	Q2.2/S2mf Q2.2	referral	NN
!	!	""	!	.
-----	-----	""	-----	CD
News	NN1	X2.2+/T3- X2.2+/Q4.2 X2.2+/Q4.3	News	NNP
About	II	Z5	About	IN
This	DD1	M6 Z5 Z8	This	DT
Blog	NN1	L2 O2 A1.1.1 Q1.2 N2 Q4.2	Blog	NN
I	PPIS1	Z8mf	I	PRP
am	VBM	A3+ Z5	am	VBP
sooo	NN1	Z99	sooo	JJ
happy	JJ	E4.1+ E4.2+	happy	JJ
to	TO	Z5	to	TO
tell	VVI	Q2.2 Q2.1 X3 A10+	tell	VB
you	PPY	Z8mf	you	PRP
that	CST	Z5 Z8	that	IN
EmpireFlippers	NP1	Z99	EmpireFlippers	NNP
(	(	""	(	VBD
the	AT	Z5	the	DT
online	JJ	Y2	online	JJ
broker	NN1	I2.2/S2mf S8+/S2mf	broker	NN
where	CS	M6	where	WRB
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
Elephant	NN1	L2mfn	Elephant	NN
and	CC	Z5	and	CC
Horse	NN1	L2mfn	Horse	NN
websites	NN2	Y2	websites	NNS
)	)	""	)	VBP
featured	VVD	A10+	featured	VBN
my	APPGE	Z8	my	PRP$
blog	NN1	L2 O2 A1.1.1 Q1.2 N2 Q4.2	blog	NN
in	II	Z5	in	IN
their	APPGE	Z8	their	PRP$
podcast	NN1	Z99	podcast	NN
!	!	""	!	.
-----	-----	""	-----	CD
This	DD1	M6 Z5 Z8	This	DT
particular	JJ	A4.2+ X7+	particular	JJ
episode	NN1	A3+/A11.1+ A6.2- Q4 B2-	episode	NN
is	VBZ	A3+ Z5	is	VBZ
about	II	Z5	about	IN
FBA	NP1	Z99	FBA	NNP
business	NN1	I2.1 A1.1.1 A5.1+++	business	NN
,	,	""	,	,
Fulfillment	NP1	E4.2+ X9.2+	Fulfillment	NN
By	II	Z5	By	IN
Amazon	NP1	Z2 M7	Amazon	NNP
.	.	""	.	.
-----	-----	""	-----	CD
You	PPY	Z8mf	You	PRP
can	VM	A7+	can	MD
listen	VVI	X3.2	listen	VB
to	II	Z5	to	TO
it	PPH1	Z8	it	PRP
here	RL	M6 T1.1.2 T1.2	here	RB
:	:	""	:	:
empireflippers.com/fba	FU	Z99	empireflippers.com/fba	NN
I	PPIS1	Z8mf	I	PRP
am	VBM	Z5 A3+	am	VBP
mentioned	VVN	Q2.1	mentioned	VBN
on	II	Z5	on	IN
59:13	MC	N1 T1.2 T3 T1.3 N3.2	59:13	CD
:	:	""	:	:
)	)	""	)	CD
Thanks	NN2	S1.2.4+	Thanks	NNS
,	,	""	,	,
guys	NN2	S2.2m O2	guys	NNS
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
really	RR	A13.3 A5.2+	really	RB
appreciate	VV0	E2+ X2.5+ S1.1.1 I1.1++	appreciate	VBP
it	PPH1	Z8	it	PRP
!	!	""	!	.
-----	-----	""	-----	CD
So	RR	Z5 A13.3	So	RB
,	,	""	,	,
thats	NN2	Z5 Z8 A13.3 A6.1+	thats	VBZ
what	DDQ	Z8 Z5	what	WP
I	PPIS1	Z8mf	I	PRP
was	VBDZ	A3+ Z5	was	VBD
busy	JJ	A1.1.1/N5+	busy	JJ
with	IW	Z5	with	IN
in	II	Z5	in	IN
January	NPM1	T1.3	January	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Now	RT	T1.1.2 Z4	Now	RB
,	,	""	,	,
lets	VVZ	S7.4+ I2.2/H1 T2-	lets	VBZ
look	NN1	X3.4[i35.2.1 X2.4[i35.2.1 X2.1[i35.2.1 A8 X3.4 X2.4 O4.1	look	NN
at	II	X3.4[i35.2.2 X2.4[i35.2.2 X2.1[i35.2.2 Z5	at	IN
the	AT	Z5	the	DT
numbers	NN2	N5 N1 Q1.3 K2 Q4.2	numbers	NNS
!	!	""	!	.
-----	-----	""	-----	CD
Expenses	NN2	I1.3	Expenses	NNS
The	AT	Z5	The	DT
expenses	NN2	I1.3	expenses	NNS
in	II	Z5	in	IN
month	NNT1	T1.3	month	NN
January	NPM1	T1.3[i36.2.1 T1.3	January	NNP
2016	MC	T1.3[i36.2.2 N1 T1.2 T3 T1.3 N3.2	2016	CD
were	VBDR	A3+ Z5	were	VBD
on	II	Z5	on	IN
one	MC1	N1 T3 T1.2	one	CD
hand	NN1	B1 O2 S8+ K5.2 I3.1/S2mf X9.1+/S2mf	hand	NN
somehow	RR	X4.2 A13.4	somehow	RB
low	JJ	N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1-	low	JJ
and	CC	Z5	and	CC
on	II	Z4[i37.4.1 Z5	on	IN
the	AT	Z4[i37.4.2 Z5	the	DT
other	JJ	Z4[i37.4.3 A6.1-	other	JJ
hand	NN1	Z4[i37.4.4 B1 O2 S8+ K5.2 I3.1/S2mf X9.1+/S2mf	hand	NN
somehow	RR	X4.2 A13.4	somehow	RB
high	JJ	N3.7+ N5+ A11.1+ S7.1+ A5.1+ T3- X3.2 G2.2+ E4.1+ I1.3+ F3 O4.2- O4.6+ S9	high	JJ
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
planned	VVD	X7+	planned	VBD
to	TO	Z5	to	TO
spend	VVI	I1.2 A1.5.1 T1.3	spend	VB
a	AT1	N5+[i38.2.1 N6+[i38.2.1 A13.3[i38.2.1 Z5	a	DT
lot	NN1	N5+[i38.2.2 N6+[i38.2.2 A13.3[i38.2.2	lot	NN
of	IO	Z5	of	IN
money	NN1	I1	money	NN
paying	VVG	I1.2 A9- I1.1/I3.1	paying	VBG
to	II	Z5	to	TO
a	AT1	Z5	a	DT
VA	FW	Z2 Z1f T3+ Z4 S7.1+ G1.1c O4.1 Q2.1 A4.1 T1.2 Z2/S2mf H2 S5+c X2.2 Z5 G3/S2mf T3+/S2mf A1.1.1 S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VA	NNP
,	,	""	,	,
but	CCB	Z5	but	CC
in	II	Z5	in	IN
reality	NN1	A3+ A5.2+	reality	NN
,	,	""	,	,
the	AT	Z5	the	DT
VA	FW	Z2 Z1f T3+ Z4 S7.1+ G1.1c O4.1 Q2.1 A4.1 T1.2 Z2/S2mf H2 S5+c X2.2 Z5 G3/S2mf T3+/S2mf A1.1.1 S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VA	NNP
worked	VVD	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	worked	VBD
much	DA1	N5+ I1.3+	much	RB
less	DAR	N5--	less	JJR
than	CSN	Z5	than	IN
expected	JJ	X2.6+	expected	VBN
.	.	""	.	.
-----	-----	""	-----	CD
At	II	T1.1.2[i39.4.1 Z5	At	IN
the	AT	T1.1.2[i39.4.2 Z5	the	DT
same	DA	T1.1.2[i39.4.3 A6.1+++	same	JJ
time	NNT1	T1.1.2[i39.4.4 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
spent	VVD	I1.2 A1.5.1 T1.3	spent	VBD
a	AT1	N5+[i40.2.1 N6+[i40.2.1 A13.3[i40.2.1 Z5	a	DT
lot	NN1	N5+[i40.2.2 N6+[i40.2.2 A13.3[i40.2.2	lot	NN
of	IO	Z5	of	IN
money	NN1	I1	money	NN
backing	VVG	S8+[i41.2.1 M1[i41.2.1 A9+[i41.2.1 Y2/A5.4-[i41.2.1 S8+ K5.1/I1 M1 M6 S8+[i42.2.1 M1[i42.2.1 A9+[i42.2.1	backing	VBG
up	RP	S8+[i41.2.2 M1[i41.2.2 A9+[i41.2.2 Y2/A5.4-[i41.2.2 S8+[i42.2.2 M1[i42.2.2 A9+[i42.2.2	up	RP
businesses	NN2	I2.1 A1.1.1 A5.1+++	businesses	NNS
on	II	Z5	on	IN
Kickfurther	NP1	Z99	Kickfurther	NNP
about	RG	A13.4	about	IN
3	MC	N6+[i43.2.1 A13.3[i43.2.1 N1 T1.2 T3 T1.3 N3.2	3	CD
times	NNT2	N6+[i43.2.2 A13.3[i43.2.2 T1 T1.2 T1.3 T1.1.2 N6 N1	times	NNS
more	RRR	A13.3 N6++	more	JJR
than	CSN	Z5	than	IN
the	AT	Z5	the	DT
last	MD	T1.1.1[i44.2.1 N4	last	JJ
month	NNT1	T1.1.1[i44.2.2 T1.3	month	NN
.	.	""	.	.
-----	-----	""	-----	CD
However	RR	Z4	However	RB
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
not	XX	Z6	not	RB
put	VVI	M2 Q2.1 Q2.2 A1.1.1	put	VB
any	DD	N5.1+ N5	any	DT
fresh	JJ	T3- O4.2+ B1 W4 S1.2.3+	fresh	JJ
money	NN1	I1	money	NN
and	CC	Z5	and	CC
re-invested	VVD	I1.1/N6+	re-invested	VBD
only	RR	A14	only	RB
what	DDQ	Z8 Z5	what	WP
I	PPIS1	Z8mf	I	PRP
got	VVD	M1 A9+ Z5 X9.2+ A2.1+ A2.2 M2 X2.5+ E4.1-	got	VBD
from	II	Z5	from	IN
the	AT	Z5	the	DT
payouts	NN2	I1.2	payouts	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Expenses	NN2	I1.3	Expenses	NNS
Expense	NN1	I1.3	Expense	NNP
Amount	NN1	N5	Amount	NNP
Notes	VVZ@	Q1.2 K2 Q2.1	Notes	NNP
Outsourced	JJ	Z99	Outsourced	NNP
writing	NN1	Q1.2 I2.1	writing	VBG
$101.38	NNU	Z99	$101.38	CD
Content	NN1	Q2.1 A1.8+ N5 E4.1+%	Content	NN
for	IF	Z5	for	IN
money	NN1	I1.1+[i45.2.1 I1	money	NN
making	VVG	I1.1+[i45.2.2 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	making	VBG
websites	NN2	Y2	websites	NNS
and	CC	Z5	and	CC
for	IF	Z5	for	IN
PBN	NP1	Z99	PBN	NNP
Outsourced	VVD@	I2.2 T2+ Q1.1 X2.2 W3/M4 A9+	Outsourced	NNP
VA	FW	Z2 Z1f T3+ Z4 S7.1+ G1.1c O4.1 Q2.1 A4.1 T1.2 Z2/S2mf H2 S5+c X2.2 Z5 G3/S2mf T3+/S2mf A1.1.1 S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VA	NNP
$48.00	NNU	Z99	$48.00	CD
Outsourcing	VVG	I2.2	Outsourcing	VBG
some	DD	N5 Z5	some	DT
work	NN1	I3.1 A1.1.1 Q4 K2 C1	work	NN
to	II	Z5	to	TO
a	AT1	Z5	a	DT
VA	FW	Z2 Z1f T3+ Z4 S7.1+ G1.1c O4.1 Q2.1 A4.1 T1.2 Z2/S2mf H2 S5+c X2.2 Z5 G3/S2mf T3+/S2mf A1.1.1 S1.1.1 S3.2 I2.1/S2mf S7.1+/S5+c	VA	NNP
PBN	NP1	Z99	PBN	NNP
domain	NN1	X4.1 A9+ Y2	domain	NN
registration	NN1	Q1.2/G1.1	registration	NN
$26.88	NNU	Z99	$26.88	NN
For	IF	Z5	For	IN
my	APPGE	Z8	my	PRP$
PBN	NP1	Z1mf[i46.2.1 Z3c[i46.2.1	PBN	NNP
PBN	NP1	Z1mf[i46.2.2 Z3c[i46.2.2	PBN	NNP
hosting	VVG	S1.1.1	hosting	VBG
$37.28	NNU	Z99	$37.28	CD
For	IF	Z5	For	IN
my	APPGE	Z8	my	PRP$
PBN	NP1	Z99	PBN	NN
;	;	""	;	:
I	PPIS1	Z8mf	I	PRP
am	VBM	Z5 A3+	am	VBP
giving	VVG	A9- A1.1.1	giving	VBG
a	AT1	Z5	a	DT
try	NN1@	X8+ K5.1	try	NN
to	TO	Z5	to	TO
Easy	JJ	A12+	Easy	NNP
Blog	NN1	L2 O2 A1.1.1 Q1.2 N2 Q4.2	Blog	NNP
Network	NN1	S5+c Q4.3 Y2	Network	NNP
Expired	VVD	M1/N3.8+ M1 B5 X8+ T1.3 X7/N5+ N5 K4 K5.1% G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ Z5 K5.1 M6 S3.2 T2- L1- O2 O4.2- T2+ S1.1.2+ A2.1+ A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 B2-/X1% B1% M7 L1-@ X9.2+ Q1.2 W3 M2 N5.2+ S7.4+ A5.4+/A8 A1.1.1% E3- E4.1+ W4 A4.1 I1 O4.2+ F1 Y2 K5.2/I1 F4/M7 F4 S9mfn G2.1-/S2mf Q4.3 Z3 A10-/Q4.1 O1.2/N5 N5-/A2.1 N5- B3 N3.3 O1.2/M1 B2- A1.8- X9.2-/K5 X3.2 X5.2- A4.2+ A1.1.1- E3+ A13.3 K2 F2 S4m Z4 E2- A5.1- G2.2- K1 A1.9 M3/O2 S8- Q2.2 F3 G2.1-/S3.2 O4.6- B3@ Z8 B1 G1.1c O4.1 N4 O4.4 T1.3/I3.1 A9+ C1 S7.1- X2.4 S6+ N3 P1 X2.5+ F1@ F2@ Q1.2@ N5-@	Expired	NNP
domains	NN2	X4.1 A9+ Y2	domains	NNS
$19.00	NNU	Z99	$19.00	CD
Paying	VVG	I1.2 A9- I1.1/I3.1	Paying	VBG
for	IF	Z5	for	IN
a	AT1	Z5	a	DT
subscription	NN1	Q4.2/I2.2 A9-/I1 I2.2/I1	subscription	NN
from	II	Z5	from	IN
HammerheadDomians	NN2	Z99	HammerheadDomians	NNPS
for	IF	Z5	for	IN
PBN	NP1	Z99	PBN	NNP
Domain	NN1	X4.1 A9+ Y2	Domain	NN
privacy	NN1	A10-	privacy	NN
$15.00	NNU	N1 T3 T1.2 Z5 N3.2+ N5+ A11.1+	$15.00	CD
Finally	RR	N4	Finally	RB
!	!	""	!	.
-----	-----	""	-----	CD
Bought	VVN	I2.2	Bought	JJ
domain	NN1	X4.1 A9+ Y2	domain	NN
privacy	NN1	A10-	privacy	NN
for	IF	Z5	for	IN
my	APPGE	Z8	my	PRP$
websites	NN2	Y2	websites	NNS
KickFurther	VV0	Z99	KickFurther	NNP
$600.75	NNU	Z99	$600.75	CD
Re-invested	VVD	I1.1/N6+	Re-invested	VBD
the	AT	Z5	the	DT
paybacks	NN2	I1.1+ I1.2 S1.1.2+	paybacks	NNS
received	VVN	A9+ S5+	received	VBN
in	II	Z5	in	IN
January	NPM1	T1.3	January	NNP
and	CC	Z5	and	CC
a	AT1	Z5	a	DT
left-over	JJ	F1 N5.2+/A1.5.1- M6 G1.2 N5.2+ G1.2c M1 M2 A1.1.1 A1.9 A9- T2- A6.2- N6- A13.4 T2++ M8	left-over	NN
from	II	Z5	from	IN
December	NPM1	T1.3	December	NNP
;	;	""	;	:
read	VV0	Q3 Q1.2 X3.2+ X2.5+ P1 A10+	read	VB
more	RRR	A13.3 N6++	more	RBR
in	II	Z5	in	IN
my	APPGE	Z8	my	PRP$
post	NN1	Q1.2 O2 I3.1 M6	post	NN
about	II	Z5	about	IN
