token	pos	sem	stanford-token	stanford-pos
the	AT	Z5	the	DT
wrong	JJ	A5.3- A5.1- G2.2- B2-	wrong	JJ
way	NN1	X4.2 M6 M3/H3 N3.3 A4.1 A1.1.1 T1.3	way	NN
to	TO	Z5	to	TO
shout	VVI	Q2.2/X3.2++	shout	VB
at	II	Z5	at	IN
children	NN2	S2mf/T3- S4mf	children	NNS
and	CC	Z5	and	CC
use	VVI	A1.5.1 S7.1+	use	VB
aggression	NN1	E3-	aggression	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
believe	VV0	X2.1 S9%	believe	VBP
that	DD1	Z8 Z5	that	IN
can	VM	A7+	can	MD
deserve	VVI	S1.1.4+	deserve	VB
the	AT	Z5	the	DT
trust	NN1	E6+ I1.1 S5+c B3/H1c	trust	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
children	NN2	S2mf/T3- S4mf	children	NNS
only	RR	A14	only	RB
warm	JJ	O4.6+ O4.2+ S1.2.1+	warm	JJ
attitude	NN1	X2.1/E1	attitude	NN
and	CC	Z5	and	CC
love	NN1	S3.2 E2+ E2+/S2mf	love	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
try	VV0	X8+ X2.4 Q2.2 G2.1 A12-	try	VBP
to	TO	Z5	to	TO
be	VBI	A3+ Z5	be	VB
patient	JJ	E3+	patient	NN
,	,	""	,	,
creative	JJ	X2.1/A6.2-	creative	JJ
and	CC	Z5	and	CC
humorous	JJ	E4.1+	humorous	JJ
.	.	""	.	.
-----	-----	""	-----	CD
Recently	RR	T3---	Recently	RB
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
have	VH0	Z5 A9+ A2.2 S4	have	VBP
traveled	VVN	M1	traveled	VBN
with	IW	Z5	with	IN
my	APPGE	Z8	my	PRP$
mom	NN1	S4/S2.1f	mom	NN
to	II	Z5	to	TO
the	AT	Z5	the	DT
Netherlands	NP1	Z2 Z3c	Netherlands	NNP
for	IF	Z5	for	IN
a	AT1	Z5	a	DT
short	JJ	T1.3- N3.7- N3.3- N5- S1.2.4- N3.8+@ F1%	short	JJ
time	NNT1	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
really	RR	A13.3 A5.2+	really	RB
liked	VVD	E2+	liked	VBD
this	DD1	M6 Z5 Z8	this	DT
beautiful	JJ	O4.2+	beautiful	JJ
country	NN1	G1.1c W3 F4/M7 K2	country	NN
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
is	VBZ	A3+ Z5	is	VBZ
my	APPGE	Z8	my	PRP$
dream	NN1	X4.1 X7+ A5.2-	dream	NN
to	TO	Z5	to	TO
combine	VVI	A2.2 A1.8+ S5+c F4	combine	VB
the	AT	Z5	the	DT
wonderful	JJ	A5.1+	wonderful	JJ
and	CC	Z5	and	CC
interesting	JJ	X5.2+	interesting	JJ
work	NN1	I3.1 A1.1.1 Q4 K2 C1	work	NN
as	II	Z5	as	IN
an	AT1	Z5	an	DT
Au	NN121	O1.1 O4.3 I1 Z3 Y1 N1 N5 Q1.3 K2 Q4.2 G2.2+ S7.1+ O4.2+ N3.2+++ S5+c O2 H5 H1 N3.1 P1 Y1/W1	Au	NNP
Pair	NN122	N5c N5	Pair	NN
with	IW	Z5	with	IN
the	AT	Z5	the	DT
opportunity	NN1	A1.4	opportunity	NN
to	TO	Z5	to	TO
broaden	VVI	N3.7+/A2.1 N5+/A2.1 A4.2-/A2.1	broaden	VB
my	APPGE	Z8	my	PRP$
horizon	NN1	W3 X2.6+	horizon	NN
,	,	""	,	,
to	TO	Z5	to	TO
get	VVI	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
acquainted	VVN	X2.2+	acquainted	VBN
with	IW	Z5	with	IN
the	AT	Z5	the	DT
culture	NN1	C1 S1.1.1 S5+ L1	culture	NN
and	CC	Z5	and	CC
traditions	NN2	S1.1.1 T1.1.1 A6.2+	traditions	NNS
of	IO	Z5	of	IN
this	DD1	M6 Z5 Z8	this	DT
country	NN1	G1.1c W3 F4/M7 K2	country	NN
and	CC	Z5	and	CC
to	II	Z5	to	TO
practice	NN1	A1.1.1 I3.1/S5+c	practice	VB
the	AT	Z5	the	DT
language	NN1	Q3 Y2	language	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
would	VM	A7+	would	MD
say	VVI	Q2.1 Z4%	say	VB
that	CST	Z8 Z5	that	IN
I	PPIS1	Z8mf	I	PRP
always	RR	N6+++	always	RB
have	VH0	A9+ Z5 A2.2 S4	have	VBP
a	AT1	Z5	a	DT
responsible	JJ	A2.2 S6+ S7.1 S1.2.6+ X6+	responsible	JJ
attitude	NN1	X2.1/E1	attitude	NN
to	II	Z5	to	TO
the	AT	Z5	the	DT
tasks	NN2	A1.1.1	tasks	NNS
entrusted	VVN	A9- S7.1+ S7.4+	entrusted	VBD
to	II	Z5	to	TO
me	PPIO1	Z8mf	me	PRP
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
do	VD0	Z5 A1.1.1 G2.2- X9.2+ E3- N5+ G2.1%	do	VBP
not	XX	Z6	not	RB
have	VHI	A9+ Z5 A2.2 S4	have	VB
problems	NN2	A12- X4.1 B2-	problems	NNS
to	TO	Z5	to	TO
help	VVI	S8+	help	VB
with	IW	Z5	with	IN
the	AT	Z5	the	DT
housework	NN1	A1.1.1/H1	housework	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
really	RR	A13.3 A5.2+	really	RB
love	VV0	E2+	love	VBP
cooking	VVG	F1	cooking	JJ
different	JJ	A6.1-	different	JJ
dishes	NN2	O2 F1 Q4.3 O4.2+%	dishes	NNS
and	CC	Z5	and	CC
I	PPIS1	Z8mf	I	PRP
like	VV0	E2+	like	VBP
to	TO	Z5	to	TO
taste	VVI	X3.1 F1 X2.2	taste	VB
different	JJ	A6.1-	different	JJ
food	NN1	F1	food	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
hope	VV0	X2.6+ E4.1+ X9.2+ A5.1+	hope	VBP
very	RG	A13.3[i23.2.1 A13.3	very	RB
much	DA1	A13.3[i23.2.2 N5+ I1.3+	much	RB
that	CST	Z8 Z5	that	IN
I	PPIS1	Z8mf	I	PRP
am	VBM	A3+ Z5	am	VBP
the	AT	Z5	the	DT
right	JJ	A5.3+ A4.2+ A1.2+ G2.2+ M6 N3.2+ A13.3 A13.2	right	JJ
person	NN1	S2mfc	person	NN
which	DDQ	Z8 Z5	which	WDT
will	VM	T1.1.3	will	MD
be	VBI	A3+ Z5	be	VB
to	TO	Z5	to	TO
take	VVI	S8+[i24.3.1 A1.1.1[i24.3.1 A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@	take	VB
care	NN1	S8+[i24.3.2 A1.1.1[i24.3.2 S8+ G1.1/S8+ B3 A1.3 E6-	care	NN
of	IO	S8+[i24.3.3 A1.1.1[i24.3.3 Z5	of	IN
your	APPGE	Z8	your	PRP$
children	NN2	S2mf/T3- S4mf	children	NNS
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
wish	VV0	X7+	wish	VBP
to	TO	Z5	to	TO
join	VVI	A2.2 S5+ A1.8+ A1.1.1	join	VB
the	AT	Z5	the	DT
family	NN1	S4c A4.1c	family	NN
atmosphere	NN1	W3 W1 E1 N3.5	atmosphere	NN
to	TO	Z5	to	TO
share	VVI	S1.1.2+	share	VB
all	DB	N5.1+	all	PDT
the	AT	Z5	the	DT
most	RGT	A13.2	most	RBS
kind	JJ	S1.2/S8+ S1.2.2-	kind	JJ
and	CC	Z5	and	CC
positive	JJ	A5.1+ A7+ N2	positive	JJ
.	.	""	.	.
-----	-----	""	-----	CD
With	IW	Z5	With	IN
Kind	NN1	A4.1	Kind	NNP
regards	VVZ	X2.1	regards	VBZ
,	,	""	,	,
Darya	NP1	Z99	Darya	NNP
.	.	""	.	.
"</text>
"	NULL	""	</text>	NN
