token	pos	sem	stanford-token	stanford-pos
make	VVI	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
these	DD2	Z8 Z5	these	DT
with	IW	Z5	with	IN
cheese	NN1	F1	cheese	NN
,	,	""	,	,
mayo	NN1	F1 B5 B3 O4.1	mayo	NN
and	CC	Z5	and	CC
fried	JJ	F1	fried	VBD
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	NN
which	DDQ	Z8 Z5	which	WDT
made	VVD	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	made	VBD
them	PPHO2	Z8mfn	them	PRP
a	AT1	Z5	a	DT
CALORIE	NNU1	N3/F1	CALORIE	NNP
BOMB	NN1	G3 N5+	BOMB	NN
and	CC	Z5	and	CC
always	RR	N6+++	always	RB
resulted	VVN	A2.2	resulted	VBD
in	II	Z5	in	IN
tummy	NN1	B2-[i31.2.1 B1	tummy	NN
ache	NN1	B2-[i31.2.2 B2- E4.2- X7+	ache	NN
for	IF	Z5	for	IN
me	PPIO1	Z8mf	me	PRP
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
a	AT1	Z5	a	DT
twist	NN1	O4.4 M2 A2.1+ K1	twist	NN
on	II	Z5	on	IN
this	DD1	M6 Z5 Z8	this	DT
popular	JJ	E2+ S5+	popular	JJ
appetizer	NN1	F1/N4 O4.2+	appetizer	NN
,	,	""	,	,
and	CC	Z5	and	CC
they	PPHS2	Z8mfn	they	PRP
turned	VVD	A1.1.1[i32.2.1 A8[i32.2.1 N5+/S1.1.3[i32.2.1 M1[i32.2.1 M2[i32.2.1 M2 M1 O4.4 A1.1.1 A2.1+ O4.2-	turned	VBD
out	RP	A1.1.1[i32.2.2 A8[i32.2.2 N5+/S1.1.3[i32.2.2 M1[i32.2.2 M2[i32.2.2 M6	out	RP
super	JJ	A5.1+	super	JJ
delicious	JJ	X3.1+ O4.2+	delicious	JJ
!	!	""	!	.
-----	-----	""	-----	CD
What	DDQ	Z8 Z5	What	WP
you	PPY	Z8mf	you	PRP
need	VV0	S6+	need	VBP
(	(	""	(	NN
makes	VVZ	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	makes	VBZ
8	MC	N1 T1.2 T3 T1.3 N3.2	8	CD
rolls	NN2	O2 F1 M1 Q1.2	rolls	NNS
)	)	""	)	RB
:	:	""	:	:
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
medium	JJ	N3.2 N3.1	medium	NN
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	NN
4	MC	N1 T1.2 T3 T1.3 N3.2	4	CD
oz	NNU	N3.5	oz	NN
of	IO	Z5	of	IN
brown	JJ	O4.3	brown	JJ
mushrooms	NN2	L3 F1	mushrooms	NNS
(	(	""	(	VBP
they	PPHS2	Z8mfn	they	PRP
have	VH0	A9+ Z5 A2.2 S4	have	VBP
richer	JJR	I1.1++ O4.1 N5++ X5.2++ E4.1++	richer	JJR
taste	NN1	X3.1 O4.2 E2+ X2.2	taste	NN
AND	CC	Z5	AND	CC
are	VBR	A3+ Z5	are	VBP
higher	JJR	N3.7++ N5++ A11.1++ S7.1++ A5.1++ T3-- X3.2 G2.2++ E4.1++ I1.3++ O4.2-- O4.6++ S9	higher	JJR
in	II	Z5	in	IN
potassium	NN1	O1	potassium	NN
)	)	""	)	NN
2	MC	N1 T1.2 T3 T1.3 N3.2	2	CD
cloves	NN2	L3	cloves	NNS
of	IO	Z5	of	IN
garlic	NN1	F1 L3	garlic	JJ
1/3	MF	N5	1/3	CD
cup	NN1	O2 S7.3+ A5.1+/O2	cup	NN
of	IO	Z5	of	IN
chopped	JJ	O4.1	chopped	VBN
walnuts	NN2	F1	walnuts	NNS
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tbsp	NNU	I1	tbsp	NN
of	IO	Z5	of	IN
fat	JJ	N3.2+ N5+ O4.4 O4.2	fat	JJ
free	JJ	S6- A1.7- A1.5.1- I1.3-	free	JJ
Greek	JJ	Z2 Z2/Q3 S3.2/B1%	Greek	JJ
yogurt	NN1	F1	yogurt	NN
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tbsp	NNU	I1	tbsp	NN
of	IO	Z5	of	IN
grape	NN1	L3[i33.2.1 F1 L3	grape	NN
seed	NN1	L3[i33.2.2 L3 T2+ K5.1/S2mf	seed	NN
oil	NN1	O1.2 C1 C1/O1	oil	NN
Sal	NP1	Z1	Sal	NNS
,	,	""	,	,
pepper	NN1	F1	pepper	NN
,	,	""	,	,
paprika	NN1	X3.1 O4.2+ F1 N5 O2/X3.2 O4.4 Z3c L3 I4/H1c O2 A10-/S2mf F4 M2 O1/X3.1	paprika	NN
How	RRQ	Z5 A13.3	How	WRB
to	TO	Z5	to	TO
make	VVI	X9.2+[i34.2.1 M1[i34.2.1 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
it	PPH1	X9.2+[i34.2.2 M1[i34.2.2 Z8	it	PRP
:	:	""	:	:
Slice	VV0	A1.1.1	Slice	VB
the	AT	Z5	the	DT
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	NN
into	II	Z5	into	IN
a	AT1	Z5	a	DT
1/3	MF	N5	1/3	CD
inch	NNU1	N3.7	inch	NN
thick	JJ	N3.7+ N3.2+ N5+ X9.1- O4.5 A10- A11.2+ O4.3@ O4.2-@	thick	JJ
slices	NN2	O2 N5.1-	slices	NNS
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Dissolve	VV0	A1.1.1 T2-	Dissolve	VBP
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tbsp	NNU	I1	tbsp	NN
of	IO	Z5	of	IN
salt	NN1	F1 O1.1	salt	NN
in	II	Z5	in	IN
a	AT1	Z5	a	DT
container	NN1	O2	container	NN
of	IO	Z5	of	IN
water	NN1	O1.2 W3/M4 B1 C1%	water	NN
,	,	""	,	,
and	CC	Z5	and	CC
put	VV0	M2 Q2.1 Q2.2 A1.1.1	put	VBD
the	AT	Z5	the	DT
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	NN
slices	NN2	O2 N5.1-	slices	NNS
there	RL	M6 T1.2	there	RB
for	IF	Z5	for	IN
about	RG%	A13.4	about	IN
15-20	MCMC	N1 T1.2 T3 T1.3 N3.2	15-20	CD
minutes	NNT2	T1.3 Q1.2	minutes	NNS
(	(	""	(	RB
this	DD1	Z8 M6 Z5	this	DT
will	VM	T1.1.3	will	MD
get	VVI	A9-[i35.2.1 A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
rid	VVN	A9-[i35.2.2 A9-	rid	JJ
of	IO	Z5	of	IN
bitterness	NN1	X3.1 E3-	bitterness	NN
and	CC	Z5	and	CC
will	VM	T1.1.3	will	MD
prevent	VVI	S8-	prevent	VB
the	AT	Z5	the	DT
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	NN
from	II	Z5	from	IN
absorbing	VVG	A1.1.1 T1.3+ X2.3+ X5.2+	absorbing	VBG
the	AT	Z5	the	DT
oil	NN1	O1.2 C1 C1/O1	oil	NN
later	RRR	T4-- T1.1.3 N4	later	RBR
)	)	""	)	RB
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
In	II	T1.3[i36.3.1 Z5	In	IN
the	AT	T1.3[i36.3.2 Z5	the	DT
meantime	NNT1	T1.3[i36.3.3 T1.1.2	meantime	NN
slice	VV0	A1.1.1	slice	VB
your	APPGE	Z8	your	PRP$
mushrooms	NN2	L3 F1	mushrooms	NNS
and	CC	Z5	and	CC
saut	VV0	Z99	saut	VB
them	PPHO2	Z8mfn	them	PRP
on	II	Z5	on	IN
a	AT1	Z5	a	DT
non-stick	JJ	O4.5 G2.2-	non-stick	JJ
pan	NN1	O2	pan	NN
(	(	""	(	NN
without	IW	Z5	without	IN
oil	NN1	O1.2 C1 C1/O1	oil	NN
)	)	""	)	NN
for	IF	Z5	for	IN
5	MC	N1	5	CD
minutes	NNT2	T1.3 Q1.2	minutes	NNS
on	II	Z5	on	IN
medium	JJ	N3.2 N3.1	medium	NN
heat	NN1	O4.6+ E1 A1.1.1 S7.3	heat	NN
,	,	""	,	,
then	RT	N4 Z5 T1.2	then	RB
add	VV0	N5+/A2.1 N2 A1.8+	add	VB
chopped	JJ	O4.1	chopped	VBN
garlic	NN1	F1 L3	garlic	NN
and	CC	Z5	and	CC
cook	VV0	F1	cook	NN
for	IF	Z5	for	IN
another	DD1	A6.1- N5++	another	DT
2	MC	N1 T1.2 T3 T1.3 N3.2	2	CD
minutes	NNT2	T1.3 Q1.2	minutes	NNS
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Move	VV0	M2 M1 A2.1+ E1 H4/A2.1	Move	VBP
to	II	Z5	to	TO
a	AT1	Z5	a	DT
bowl	NN1	O2	bowl	NN
,	,	""	,	,
let	VV0	S7.4+ I2.2/H1 T2-	let	VB
cool	JJ	O4.6- S1.2.1- O4.2+ E6+	cool	VB
for	IF	Z5	for	IN
a	AT1	N5-[i37.3.1 Z5	a	DT
little	JJ	N5-[i37.3.2 N3.2- T3- N3.7- N3.3- T1.3- A11.1-	little	JJ
bit	NN1	N5-[i37.3.3 N5- N5.1- O2 Y2	bit	NN
,	,	""	,	,
then	RT	N4 Z5 T1.2	then	RB
add	VV0	N5+/A2.1 N2 A1.8+	add	VB
walnuts	NN2	F1	walnuts	NNS
and	CC	Z5	and	CC
yogurt	NN1	F1	yogurt	NN
,	,	""	,	,
add	VV0	N5+/A2.1 N2 A1.8+	add	VB
salt	NN1	F1 O1.1	salt	NN
,	,	""	,	,
pepper	NN1	F1	pepper	NN
and	CC	Z5	and	CC
paprika	NN1	X3.1 O4.2+ F1 N5 O2/X3.2 O4.4 Z3c L3 I4/H1c O2 A10-/S2mf F4 M2 O1/X3.1	paprika	NN
to	TO	Z5	to	TO
taste	VVI	X3.1 F1 X2.2	taste	VB
,	,	""	,	,
mix	VV0	A2.1+ S1.1.3+ K3	mix	VB
all	DB	A13.2[i38.2.1 S5+[i38.2.1 N5.1+[i38.2.1 N5.1+	all	DT
together	RL	A13.2[i38.2.2 S5+[i38.2.2 N5.1+[i38.2.2 S5+ T1.1.2 M6	together	RB
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Take	VV0	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@	Take	VB
the	AT	Z5	the	DT
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	NN
out	II21	Z5[i39.2.1 Z5 Z5[i40.2.1 A9-[i40.2.1	out	IN
of	II22	Z5[i39.2.2 Z5[i40.2.2 A9-[i40.2.2	of	IN
the	AT	Z5	the	DT
water	NN1	O1.2 W3/M4 B1 C1%	water	NN
,	,	""	,	,
dry	JJ	O1.2- F2- X3.1 X9.1+ X5.2- N5- Q2.1/N5-	dry	JJ
with	IW	Z5	with	IN
paper	NN1	B4/B5[i41.2.1 Q4.2c O1.1 Q1.2 P1/Q1.2 H5	paper	NN
towels	NN2	B4/B5[i41.2.2 B5	towels	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Heat	VV0@	O4.6+	Heat	NN
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tbsp	NNU	I1	tbsp	NN
pf	NNU	Z99	pf	NN
grape	NN1	L3[i42.2.1 F1 L3	grape	NN
seed	NN1	L3[i42.2.2 L3 T2+ K5.1/S2mf	seed	NN
oil	NN1	O1.2 C1 C1/O1	oil	NN
on	II	Z5	on	IN
medium	JJ	N3.2 N3.1	medium	NN
heat	NN1	O4.6+ E1 A1.1.1 S7.3	heat	NN
.	.	""	.	.
-----	-----	""	-----	CD
Cook	NP1	Z1mf	Cook	NNP
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	NN
slices	NN2	O2 N5.1-	slices	NNS
for	IF	Z5	for	IN
2-3	MCMC	N1 T1.2 T3 T1.3 N3.2	2-3	CD
minutes	NNT2	T1.3 Q1.2	minutes	NNS
on	II	Z5	on	IN
each	DD1	N5.1+	each	DT
side	NN1	A4.1 M6 N5.1- S7.3+/S5+c B1 S5+c S4c F1 S1.2	side	NN
.	.	""	.	.
-----	-----	""	-----	CD
They	PPHS2	Z8mfn	They	PRP
should	VM	S6+ A7+	should	MD
become	VVI	A2.1+ O4.2+	become	VB
soft	JJ	O4.5 X3.2- O4.3 O4.1 S1.2.5- A12+	soft	JJ
and	CC	Z5	and	CC
gain	VVI	A9+ N5+/A2.1	gain	VB
this	DD1	M6 Z5 Z8	this	DT
beautiful	JJ	O4.2+	beautiful	JJ
golden	JJ	O4.3 A11.1+ A5.1+	golden	JJ
color	NN1	O4.3	color	NN
.	.	""	.	.
-----	-----	""	-----	CD
Divide	VV0	A6.1- A9-/N5.1 N2	Divide	VB
the	AT	Z5	the	DT
mushroom	NN1	L3 F1	mushroom	NN
mixture	NN1	O1.1 A6.3+	mixture	NN
between	II	Z5	between	IN
the	AT	Z5	the	DT
eggplant	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	eggplant	NN
slices	NN2	O2 N5.1-	slices	NNS
and	CC	Z5	and	CC
roll	NN1	O2 F1 Q1.2 M1	roll	NN
.	.	""	.	.
-----	-----	""	-----	CD
Done	VDN	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	Done	VBN
!	!	""	!	.
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Macros	NN2	Z3c	Macros	NNP
(	(	""	(	CD
per	II	Z5	per	IN
one	MC1	N1 T3 T1.2	one	CD
)	)	""	)	CD
:	:	""	:	:
Calories	NNU2	N3/F1	Calories	NNS
:	:	""	:	:
64	MC	N1 T1.2 T3 T1.3 N3.2	64	CD
Protein	NN1	O1	Protein	NN
:	:	""	:	:
2.2	MC	N1 T1.2 T3 T1.3 N3.2	2.2	CD
gr	NNU	N3.5	gr	NN
Carbs	NN2@	Z99	Carbs	NNS
:	:	""	:	:
4.7	MC	N1 T1.2 T3 T1.3 N3.2	4.7	CD
gr	NNU	N3.5	gr	NN
Fat	NN1	O1	Fat	NNP
:	:	""	:	:
4.7	MC	N1 T1.2 T3 T1.3 N3.2	4.7	CD
gr	NNU	N3.5	gr	NN
SALMON	NN	Z1	SALMON	NNP
TARTARE	VV0	Z99	TARTARE	NNP
.	.	""	.	.
-----	-----	""	-----	CD
This	DD1	Z8 M6 Z5	This	DT
is	VBZ	A3+ Z5	is	VBZ
a	AT1	Z5	a	DT
twist	NN1	O4.4 M2 A2.1+ K1	twist	NN
on	II	Z5	on	IN
a	AT1	Z5	a	DT
popular	JJ	E2+ S5+	popular	JJ
Tuna	NN	F1 L2mfnc	Tuna	NNP
Tartare	VV0	Z99	Tartare	NNP
dish	NN1	O2 F1 Q4.3 O4.2+%	dish	NN
which	DDQ	Z8 Z5	which	WDT
is	VBZ	A3+ Z5	is	VBZ
still	RR	T2++ Z4 E3+	still	RB
as	CSA	Z5	as	IN
delicious	JJ	X3.1+ O4.2+	delicious	JJ
but	CCB	Z5	but	CC
has	VHZ	A9+ Z5 A2.2 S4	has	VBZ
a	AT1	Z5	a	DT
much	RR	A13.3 N6+	much	RB
more	RGR	A13.3	more	RBR
mild	JJ	S1.2.5- O4.6+ O4.1 X3.1 N3.2- N5-	mild	JJ
fish	NN	L2mfnc F1	fish	NN
flavor	VV0	X3.1 F1	flavor	NN
.	.	""	.	.
-----	-----	""	-----	CD
What	DDQ	Z8 Z5	What	WP
you	PPY	Z8mf	you	PRP
need	VV0	S6+	need	VBP
(	(	""	(	NN
makes	VVZ	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	makes	VBZ
4	MC	N1 T1.2 T3 T1.3 N3.2	4	CD
servings	NN2	S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1	servings	NNS
)	)	""	)	CD
:	:	""	:	:
4	MC	N1 T1.2 T3 T1.3 N3.2	4	CD
oz	NNU	N3.5	oz	NN
of	IO	Z5	of	IN
fresh	JJ	T3- O4.2+ B1 W4 S1.2.3+	fresh	JJ
salmon	NN	F1 L2mfnc	salmon	NN
1/2	MF	N1 N5	1/2	CD
avocado	NN1	F1	avocado	NN
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
cup	NN1	O2 S7.3+ A5.1+/O2	cup	NN
of	IO	Z5	of	IN
greens	NN2	O4.3 M7 G1.1/W5 K5.1/M7 F1	greens	NNS
or	CC	Z5	or	CC
sprouts	NN2	F1 L3	sprouts	NNS
(	(	""	(	VBP
I	ZZ1%	Z8	I	PRP
used	JJ	A1.5.1 T3+	used	VBN
cress	NN1	L3	cress	NN
salad	NN1	F1	salad	NN
as	CSA	Z5	as	IN
I	PPIS1	Z8mf	I	PRP
couldnt	VV0	Z99	couldnt	VBP
find	VV0	A10+ X2.1 X6+	find	VB
any	DD	N5 N5.1+	any	DT
sprouts	NN2	F1 L3	sprouts	NNS
at	II	Z5	at	IN
my	APPGE	Z8	my	PRP$
local	JJ	M7	local	JJ
supermarket	NN1	I2.2/H1c	supermarket	NN
,	,	""	,	,
but	CCB	Z5	but	CC
it	PPH1	Z8	it	PRP
does	VDZ	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	does	VBZ
look	VVI	O4.2+/A8[i43.2.1 A8 X3.4 X2.4 X7+ Z4	look	VB
very	RG	A13.3	very	RB
fancy	JJ	O4.2+/A8[i43.2.2 O4.2+	fancy	JJ
with	IW	Z5	with	IN
sprouts	NN2	F1 L3	sprouts	NNS
)	)	""	)	CD
1/2	MF	N1 N5	1/2	CD
lemon	NN1	F1 L3 F2 O4.3	lemon	JJ
(	(	""	(	NN
or	CC	Z5	or	CC
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tbsp	NNU	I1	tbsp	NN
of	IO	Z5	of	IN
lemon	NN1	F1 L3 F2 O4.3	lemon	JJ
juice	NN1	F2 O1.2	juice	NN
)	)	""	)	NN
2	MC	N1 T1.2 T3 T1.3 N3.2	2	CD
tsp	NNU	I1	tsp	NN
soy	JJ	F1	soy	NN
sauce	NN1	F1 S1.2.4-	sauce	NN
Salt	NN1	F1 O1.1	Salt	NNP
,	,	""	,	,
pepper	NN1	F1	pepper	NN
How	RRQ	Z5 A13.3	How	WRB
to	TO	Z5	to	TO
make	VVI	X9.2+[i44.2.1 M1[i44.2.1 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
it	PPH1	X9.2+[i44.2.2 M1[i44.2.2 Z8	it	PRP
:	:	""	:	:
Cube	VV0@	O4.4	Cube	NN
the	AT	Z5	the	DT
salmon	NN	F1 L2mfnc	salmon	NN
,	,	""	,	,
put	VVN	M2[i45.2.1 A9-[i45.2.1 M2 Q2.1 Q2.2 A1.1.1	put	VBD
into	II	M2[i45.2.2 A9-[i45.2.2 Z5	into	IN
a	AT1	Z5	a	DT
bowl	NN1	O2	bowl	NN
,	,	""	,	,
add	VV0	N5+/A2.1 N2 A1.8+	add	VB
the	AT	Z5	the	DT
juice	NN1	F2 O1.2	juice	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
lemon	NN1	F1 L3 F2 O4.3	lemon	JJ
,	,	""	,	,
mix	NN1	O1.1 A6.3+ S1.1.3+	mix	NN
and	CC	Z5	and	CC
put	VVN	M2[i46.2.1 A9-[i46.2.1 M2 Q2.1 Q2.2 A1.1.1	put	VBD
into	II	M2[i46.2.2 A9-[i46.2.2 Z5	into	IN
the	AT	Z5	the	DT
fridge	NN1	O4.6-/O3	fridge	NN
for	IF	Z5	for	IN
about	RG	A13.4	about	IN
30	MC	N1 T1.2 T3 T1.3 N3.2	30	CD
minutes	NNT2	T1.3 Q1.2	minutes	NNS
)	)	""	)	CD
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Cube	VV0@	O4.4	Cube	NN
the	AT	Z5	the	DT
avocado	NN1	F1	avocado	NN
,	,	""	,	,
add	VV0	N5+/A2.1 N2 A1.8+	add	VB
into	II	Z5	into	IN
the	AT	Z5	the	DT
bowl	NN1	O2	bowl	NN
with	IW	Z5	with	IN
the	AT	Z5	the	DT
salmon	NN	F1 L2mfnc	salmon	NN
,	,	""	,	,
add	VV0	N5+/A2.1 N2 A1.8+	add	VB
soy	JJ	F1	soy	NN
sauce	NN1	F1 S1.2.4-	sauce	NN
,	,	""	,	,
salt	NN1	F1 O1.1	salt	NN
and	CC	Z5	and	CC
pepper	NN1	F1	pepper	NN
to	TO	Z5	to	TO
taste	VVI	X3.1 F1 X2.2	taste	VB
,	,	""	,	,
mix	VV0	S5+[i47.2.1 A2.1+[i47.2.1 A2.1+ S1.1.3+ K3	mix	VB
everything	PN1	Z8/N5.1+	everything	NN
together	RL	S5+[i47.2.2 A2.1+[i47.2.2 S5+ T1.1.2 M6	together	RB
but	CCB	Z5	but	CC
carefully	RR	A1.3+	carefully	RB
not	XX	Z6	not	RB
to	TO	Z5	to	TO
mash	VVI	A1.1.1	mash	NN
the	AT	Z5	the	DT
avocado	NN1	F1	avocado	NN
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Arrange	VV0	S7.1+ A1.1.1	Arrange	VB
the	AT	Z5	the	DT
tartare	NN1	Z99	tartare	NN
:	:	""	:	:
one	MC1	N1 T3 T1.2	one	CD
layer	NN1	O2 A4.1	layer	NN
of	IO	Z5	of	IN
salmon	NN	F1 L2mfnc	salmon	NN
mixture	NN1	O1.1 A6.3+	mixture	NN
,	,	""	,	,
one	MC1	N1 T3 T1.2	one	CD
layer	NN1	O2 A4.1	layer	NN
of	IO	Z5	of	IN
greens	NN2	O4.3 M7 G1.1/W5 K5.1/M7 F1	greens	NNS
,	,	""	,	,
then	RT	N4 Z5 T1.2	then	RB
top	VV0@	A11.1++ N5++ A5.1++ A1.1.1 L1-	top	JJ
with	IW	Z5	with	IN
another	DD1	A6.1- N5++	another	DT
layer	NN1	O2 A4.1	layer	NN
of	IO	Z5	of	IN
salmon	NN	F1 L2mfnc	salmon	NN
.	.	""	.	.
-----	-----	""	-----	CD
If	CS	Z7	If	IN
you	PPY	Z8mf	you	PRP
want	VV0	X7+ S6+ A7+ S3.2 A9-	want	VBP
it	PPH1	Z8	it	PRP
to	TO	Z5	to	TO
be	VBI	A3+ Z5	be	VB
round	RP	M6	round	JJ
like	II	Z5	like	IN
mine	PPGE	Z8	mine	NN
on	II	Z5	on	IN
the	AT	Z5	the	DT
picture	NN1	C1 Q4.3 X4.1	picture	NN
,	,	""	,	,
cut	VV0	A1.1.1[i48.2.1 T2-[i48.2.1 X9.1+[i48.2.1 A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3	cut	VBD
out	RP	A1.1.1[i48.2.2 T2-[i48.2.2 X9.1+[i48.2.2 M6	out	RP
a	AT1	Z5	a	DT
wide	JJ	N3.7+ N5+ A4.2- A6.3+ X9.2-@ K5.1@	wide	JJ
ring	NN1	Q1.3 X3.2 A8 B5 O4.4 O2 O3 S5+c M7/K5.1%	ring	NN
from	II	Z5	from	IN
any	DD	N5.1+ N5	any	DT
plastic	NN1	O1.1	plastic	JJ
cup	NN1	O2 S7.3+ A5.1+/O2	cup	NN
,	,	""	,	,
and	CC	Z5	and	CC
use	VV0	A1.5.1 S7.1+	use	VB
it	PPH1	Z8	it	PRP
to	TO	Z5	to	TO
form	VVI	T2+ A2.1+ A1.8+ A3+ A1.1.1	form	VB
your	APPGE	Z8	your	PRP$
tartare.	NNU	Z99	tartare.	NN
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Here	RL	M6 T1.1.2 T1.2	Here	RB
it	PPH1	Z8	it	PRP
is	VBZ	A3+ Z5	is	VBZ
!	!	""	!	.
-----	-----	""	-----	CD
Beautiful	JJ	O4.2+	Beautiful	JJ
and	CC	Z5	and	CC
delicious	JJ	X3.1+ O4.2+	delicious	JJ
!	!	""	!	.
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Macros	NN2	Z3c	Macros	NNP
(	(	""	(	CD
per	II	Z5	per	IN
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
serving	NN1@	S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1	serving	VBG
)	)	""	)	CD
:	:	""	:	:
Calories	NNU2	N3/F1	Calories	NNS
:	:	""	:	:
75	MC	N1 T1.2 T3 T1.3 N3.2	75	CD
Protein	NN1	O1	Protein	NN
:	:	""	:	:
6.3	MC	N1 T1.2 T3 T1.3 N3.2	6.3	CD
gr	NNU	N3.5	gr	NN
Carbs	NN2@	Z99	Carbs	NNS
:	:	""	:	:
